created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Dec 10 13:03:08 +0000 2023;1733834735426650391;"Terus bertambah... Ada apa dengan Rohingya... Jangan jangan pingin pindah";0;0;0;0;in;1575799515105603584;1733834735426650391;prwajj;https://twitter.com/prwajj/status/1733834735426650391
Sun Dec 10 13:03:04 +0000 2023;1733834717450190896;"Gak Punya Hati, Anies Ingin Hentikan IKN, Kubur Mimpi Para Pemimpin Bangsa Terdahulu..!!  Adiba AMIN PengkhianatUmat Zara PenghinaNabi DibelaAMIN PERNGENTOTAN TERDAHSYAT Rohingya https://t.co/Jnw5VADydM";0;1;1;1;in;1534736131337572352;1733834717450190896;DesyandiElvira;https://twitter.com/DesyandiElvira/status/1733834717450190896
Sun Dec 10 13:02:51 +0000 2023;1733834665126137957;"@CNNIndonesia Udah keterlaluan masalah org rohingya ini sih, hadeh bisa ga sih dikembalikan ke myanmar lg 🤦🏻";0;0;0;0;in;552666859;1733738622447481004;virgopediaa;https://twitter.com/virgopediaa/status/1733834665126137957
Sun Dec 10 13:02:37 +0000 2023;1733834603386023962;"Sudah di akhir bulan ber ber hati hati banyak petir yang membuat hari mu full senyum selalu :))  #pionbet #pionbet88 #weekend #minggu #kakek #adiba #rohingya #explorevideo #beranda #viral #fyp #likeforlikes https://t.co/VSNQKj1rRc";0;0;0;0;in;1217277840;1733834603386023962;Davidnawier;https://twitter.com/Davidnawier/status/1733834603386023962
Sun Dec 10 13:02:28 +0000 2023;1733834567226896568;"Bjir bapak emak w ke makan hoaks Rohingya euy";0;0;0;0;in;1036483650013917191;1733834567226896568;penaatintaa;https://twitter.com/penaatintaa/status/1733834567226896568
Sun Dec 10 13:01:20 +0000 2023;1733834282639257710;"Beruntungnya Warga Jakarta yang Kini Tidak Dipimpin Oleh Anies Sang Raja Ngibul..!!  Adiba AMIN PengkhianatUmat PERNGENTOTAN TERDAHSYAT PenghinaNabi DibelaAMIN Zara Rohingya https://t.co/z381f5aQec";0;0;1;1;in;1534736810546384896;1733834282639257710;RiryparasE;https://twitter.com/RiryparasE/status/1733834282639257710
Sun Dec 10 13:00:47 +0000 2023;1733834144302711227;"@_BungHerwin Pemerintah terlalu sibuk ngurus Palestin dan Rohingya.....  🤮🤮🤮 😡😡😡";0;0;0;1;in;1642769933762461697;1733676210612523340;AgusWal94375009;https://twitter.com/AgusWal94375009/status/1733834144302711227
Sun Dec 10 13:00:32 +0000 2023;1733834080159154429;"@andre_rosiade Mampir ke Aceh pak, bahas imigran gelap Rohingya yg dgn mudah masuk ke wilayah laut Indonesia lewat kapal mafia/agen.. Jelaskan mengenai pertahanan maritim Indonesia,, mengenai ijin masuk kapal mrk yg mengaku pengungsi,bagaimana peran TNI AL?";0;0;0;0;in;1495604722543513602;1733353845156372782;TmptSambatWLN;https://twitter.com/TmptSambatWLN/status/1733834080159154429
Sun Dec 10 13:00:31 +0000 2023;1733834075461616029;"Kacau, Anak-anak Sampai Anies Libatkan dalam Kampanye Hanya demi Pencitraan..!!  AMIN PengkhianatUmat PERNGENTOTAN TERDAHSYAT PenghinaNabi DibelaAMIN Adiba Zara Rohingya https://t.co/YtDHPLK1li";0;0;1;1;in;1534725657808506880;1733834075461616029;ChoirunnisaYul2;https://twitter.com/ChoirunnisaYul2/status/1733834075461616029
Sun Dec 10 13:00:21 +0000 2023;1733834034114122205;"@_e_g_a_n_ Sumpah penggiringan opini ke etnis rohingya gak organik banget. Siapa sih yang nyetir.";0;0;0;0;in;1102605195463151616;1733651301274460459;vxtzh;https://twitter.com/vxtzh/status/1733834034114122205
Sun Dec 10 13:00:15 +0000 2023;1733834008285606347;"Anda tidak bisa mengada-ada: Hamas baru saja membuat pernyataan yang mengatakan bahwa mereka adalah warga sipil biasa yang Israel tanamkan senjata pada mereka untuk menyerah Tidak bercanda..#IsraelApartheidState  CEASEFIRE NOW Rohingya #IsraelApartheidState";0;0;0;0;in;1720418307076190209;1733834008285606347;mrNyandiKarep;https://twitter.com/mrNyandiKarep/status/1733834008285606347
Sun Dec 10 13:00:08 +0000 2023;1733833978220781741;"Ganjar Pemimpin Yang Bertanggung jawab dan dapat dengan bijak atasi Wadas  Adiba | #GanjarMahfudPilihanRakyat | Zara | PenghinaNabi DibelaAMIN | BEM UGM | Rohingya | survey https://t.co/ly97eLWg1c";0;0;0;0;in;1589807580712345600;1733833978220781741;ccprmth;https://twitter.com/ccprmth/status/1733833978220781741
Sun Dec 10 13:00:02 +0000 2023;1733833954762076569;"Sudah di akhir bulan ber ber hati hati banyak petir yang membuat hari mu full senyum selalu :))  #pionbet #pionbet88 #weekend #minggu #kakek #adiba #rohingya #explorevideo #beranda #viral #fyp #likeforlikes https://t.co/Sz1wI0nl34";0;0;0;0;in;1059888020;1733833954762076569;pionbet_slot;https://twitter.com/pionbet_slot/status/1733833954762076569
Sun Dec 10 13:00:01 +0000 2023;1733833949116522879;"Ganjar Pemimpin Yang Bertanggung jawab dan dapat dengan bijak atasi Wadas  Adiba | #GanjarMahfudPilihanRakyat | Zara | PenghinaNabi DibelaAMIN | BEM UGM | Rohingya | survey https://t.co/Lm0eDueaNK";0;0;0;0;in;1589530113695436802;1733833949116522879;zaenaban;https://twitter.com/zaenaban/status/1733833949116522879
Sun Dec 10 12:59:58 +0000 2023;1733833938689569068;"Ganjar Pemimpin Yang Bertanggung jawab dan dapat dengan bijak atasi Wadas  Adiba | #GanjarMahfudPilihanRakyat | Zara | PenghinaNabi DibelaAMIN | BEM UGM | Rohingya | survey https://t.co/Ae21YRv6iX";0;0;0;0;in;1589611003821830146;1733833938689569068;nanaataunono;https://twitter.com/nanaataunono/status/1733833938689569068
Sun Dec 10 12:59:55 +0000 2023;1733833925041217679;"Ganjar Pemimpin Yang Bertanggung jawab dan dapat dengan bijak atasi Wadas  Adiba | #GanjarMahfudPilihanRakyat | Zara | PenghinaNabi DibelaAMIN | BEM UGM | Rohingya | survey https://t.co/J9t6PsBFRp";0;0;0;0;in;1589585115247964160;1733833925041217679;kakayayuk;https://twitter.com/kakayayuk/status/1733833925041217679
Sun Dec 10 12:59:51 +0000 2023;1733833908016583000;"Ganjar Pemimpin Yang Bertanggung jawab dan dapat dengan bijak atasi Wadas   Adiba | #GanjarMahfudPilihanRakyat | Zara | PenghinaNabi DibelaAMIN | BEM UGM | Rohingya | survey https://t.co/ThetDohOeb";0;0;0;0;in;1597570370822754304;1733833908016583000;CaudiaMega;https://twitter.com/CaudiaMega/status/1733833908016583000
Sun Dec 10 12:59:36 +0000 2023;1733833847463350659;"@hamtria @oureliq @GerryMurlianda @CNNIndonesia Banyak akun yang bela Rohingya. Ini akun salah satunya @herricahyadi. Kalo terjadi konflik sosial, apa mereka mau tanggung jawab? Itu warga lokal udah pada gebukin Rohingya karena pelaku mau ngelakuin pemerkosaan ke pengungsi lainnya";0;0;0;0;in;736781183355228160;1733738622447481004;melilfoulus;https://twitter.com/melilfoulus/status/1733833847463350659
Sun Dec 10 12:59:25 +0000 2023;1733833797588971730;"@Rosses1Black Berita terbaru... pengungsi Rohingya di Pidie babak belur dihajar massa... Nah lo... belagu juga klian... 😂😂";0;1;0;1;in;2701382484;1733292320186089878;DjogdjaKembali;https://twitter.com/DjogdjaKembali/status/1733833797588971730
Sun Dec 10 12:58:56 +0000 2023;1733833679607382076;"semoga para buruh setelah ini bisa lebih sejahtera lagi. ganjar mahfud pasti bisa sejahterakan para buruh. @sipalingganjar #sipalingganjar #LanjutGan #KimTaehyung #IsraelApartheidState #viralvideo  Zara Adiba CEASEFIRE NOW Rohingya https://t.co/SE3SCjH5Is";0;0;0;1;in;1721082276052680704;1733833679607382076;GamantoWinarno;https://twitter.com/GamantoWinarno/status/1733833679607382076
Sun Dec 10 12:58:48 +0000 2023;1733833645096657038;"YG LAGI VIRAL BOCIL KAKAK ADEK NGEN SAMPAI NANGIS2 😱  LINK DI KOMENTAR   Pelajar bokep indo viral terbaru vcs Vidio Indonesia colmek scandal bumil jilbab mesum bahan coli hijab memek basah Tante sange selebgram Rohingya BEM UGM #SANGE_AAAAAAAAAA #SANGE_AAAAAAAAAAH #viralvideo https://t.co/X4ZoxQpcEs";0;3;0;4;in;1725294221559840768;1733833645096657038;Syakira1758821;https://twitter.com/Syakira1758821/status/1733833645096657038
Sun Dec 10 12:58:27 +0000 2023;1733833557179859224;"@Tita83079013 @Kiyai_MarufAmin Rohingya penjajah gaya baru,, kasik aja pulau biar kelak berdiri negara rohingya";0;0;0;0;in;1675048259935670274;1733561525485613128;orapatinggenah;https://twitter.com/orapatinggenah/status/1733833557179859224
Sun Dec 10 12:58:17 +0000 2023;1733833515224178983;"@_carolineputri Papamu org baik, kasihan mereka :( Aku punya teman banyak di Myanmar yg muslim non Rohingya, dapat info banyak bagaimana kejamnya junta militer Myanmar.";0;0;0;0;in;77976639;1733753918784717176;arieparikesit;https://twitter.com/arieparikesit/status/1733833515224178983
Sun Dec 10 12:58:16 +0000 2023;1733833508479775111;"Sudah di akhir bulan ber ber hati hati banyak petir yang membuat hari mu full senyum selalu :))  #pionbet #pionbet88 #weekend #minggu #kakek #adiba #rohingya #explorevideo #beranda #viral #fyp #likeforlikes https://t.co/lAN12gEAnu";0;0;0;0;in;1666822232;1733833508479775111;MasAzizDe;https://twitter.com/MasAzizDe/status/1733833508479775111
Sun Dec 10 12:58:13 +0000 2023;1733833495414473009;"myanmar selalu blg org rohingya bukan warga mereka, tapi disatu sisi tanah2 mereka malah diambil, ya kalo ga mau ngakuin kasih aja lah mereka kemerdekaan lepasin aja wilayah mereka utk mereka toh juga bukan etnis yg junta akui dasar zionis asia tenggara";0;1;4;5;in;125918605;1733833495414473009;nionaalfaen;https://twitter.com/nionaalfaen/status/1733833495414473009
Sun Dec 10 12:58:11 +0000 2023;1733833490830119252;"@CNNIndonesia Rohingya itu suku bangsa India bangladesh";0;0;0;0;in;1675833301662318594;1733738622447481004;HirupidungBabi;https://twitter.com/HirupidungBabi/status/1733833490830119252
Sun Dec 10 12:57:09 +0000 2023;1733833229541703861;"Bisa gaaa jalan di tutup aja biar rohingya ga masuk, males bgt anjir";0;0;0;0;in;1493626991513575425;1733833229541703861;winterjijibear;https://twitter.com/winterjijibear/status/1733833229541703861
Sun Dec 10 12:57:01 +0000 2023;1733833196247408969;"@sosmedkeras Wes pokoknya rohingya tu isr43l nya versi muslim. Kelakuannya sama";0;0;0;0;in;1263430176622305280;1733107898736361894;mmjjll99;https://twitter.com/mmjjll99/status/1733833196247408969
Sun Dec 10 12:56:41 +0000 2023;1733833112545833467;"Polres Lhokseumawe Tangkap 3 Pelaku Pembawa Kabur Rohingya ⁦@polisilhok⁩ ⁦@imigrasi_lhksmw⁩  https://t.co/pQW2i8CtAv";0;0;0;0;in;1610679196921253888;1733833112545833467;banyuwangi_viva;https://twitter.com/banyuwangi_viva/status/1733833112545833467
Sun Dec 10 12:56:38 +0000 2023;1733833097840656679;"Salam 3 jari, gerak cepat untuk Indonesia Unggul!!! #GAMA #MahfudMD #GanjarPranowo #TuanKuRakyat #Gandara #GandaraIndonesia #PERSIBDAY #KimTaehyung #ZAYYAN #StrayKids #ChaewonDeservesBetter #MyDemonEp6 #NyomanPaul #Ezra Adiba Zara Survey Rohingya PARK JEONGWOO Minggu Besok Senin https://t.co/1vsRlbIkeW";0;0;0;0;in;1687037836774735872;1733833097840656679;gandara_indo;https://twitter.com/gandara_indo/status/1733833097840656679
Sun Dec 10 12:55:34 +0000 2023;1733832831330341018;"@okvin_mo @VIVAcoid https://t.co/84sUxgLIMB  https://t.co/cAnpqS65Qz  Silahkan kau analisa.. cb bandingkan TKA CHINA dg ROHINGYA, ngeri mana ? Saat ini presiden itu pak jokowi, maka masalah rohingya ada ditangan beliau.. begitu cara berpikirnya bambang.";0;1;0;0;in;749903056859377664;1733405899749052648;Nakei_zahwa;https://twitter.com/Nakei_zahwa/status/1733832831330341018
Sun Dec 10 12:55:30 +0000 2023;1733832812946706732;"Ayo guys kita selamatkan rohingya";0;1;0;0;in;1037754033384054786;1733832812946706732;horrorfankui;https://twitter.com/horrorfankui/status/1733832812946706732
Sun Dec 10 12:54:52 +0000 2023;1733832655794565282;"Situs Slot Gacor 2023 Ducati777 Aman dan Terpercaya deposit tanpa potongan, sudah terjamin kegacorannya, member JP Maxwin setiap hari, dengan bonus new 100% yang bisa di claim bebas ip Link Daftar 👉 https://t.co/R9SAi6Ak4b  Rohingya https://t.co/Le3it5S7Qr";0;0;0;0;in;921654713258459136;1733832655794565282;Sabrina_Rina67;https://twitter.com/Sabrina_Rina67/status/1733832655794565282
Sun Dec 10 12:54:32 +0000 2023;1733832572357231069;"@GenSaladin Mereka bukan pengungsi, rohingya yang masuk ke Indonesia adlh Imigran gelap, mereka datang ke Indonesia bayar, tidak gratis , ada agen yang mengantarkan nya. Mereka sdh ada tempat di penampungan bangladesh, kembalikan mereka ke tempat pengungsiannya di bangladesh #UsirRohingya";0;0;0;0;in;1126452124588445698;1733368318705422693;AdiSapu97789863;https://twitter.com/AdiSapu97789863/status/1733832572357231069
Sun Dec 10 12:54:26 +0000 2023;1733832545601831333;"Inilah Gagasan 4 Program Konkret Ganjar – Mahfud dalam Memberantas Korupsi.  PenghinaNabi DibelaAMIN AMIN PengkhianatUmat Adiba Zara Survey Rohingya https://t.co/SyJbhzgkDJ";0;0;1;1;in;1534810351812100096;1733832545601831333;linimasasumsel;https://twitter.com/linimasasumsel/status/1733832545601831333
Sun Dec 10 12:54:16 +0000 2023;1733832501335093395;"Sebanyak 315 pengungsi Rohingya kembali mendarat di Pidie dan Aceh Besar  https://t.co/WpKKOM7DqD";0;0;0;0;in;2421788773;1733832501335093395;Antara_Kalteng;https://twitter.com/Antara_Kalteng/status/1733832501335093395
Sun Dec 10 12:53:14 +0000 2023;1733832245360902585;"®️🔴 UPDATE Hari ke-65❗ Taktik Al Qassam di Gaza Serta Israel Hadapi Front Perang Baru Dengan Yaman  https://t.co/eQB7STloZS lewat @YouTube   #IsraelApartheidState CEASEFIRE NOW Rohingya #JulidFiiSabilillah #FreePalestineFromlsraelNOW #FreePalestineFromZionists https://t.co/hFY7SAWug5";0;0;0;0;in;115936810;1733832245360902585;tribunpontianak;https://twitter.com/tribunpontianak/status/1733832245360902585
Sun Dec 10 12:52:37 +0000 2023;1733832087072027077;"Dukungan Para Kiai ke Ganjar – Mahfud Bukti Nyata Kedekatan Mereka dengan Pondok Pesantren.  Adiba PenghinaNabi DibelaAMIN AMIN PengkhianatUmat Zara Survey Rohingya https://t.co/CgNlFNpxTK";0;0;1;2;in;1533683584628043776;1733832087072027077;mediaind0nesia;https://twitter.com/mediaind0nesia/status/1733832087072027077
Sun Dec 10 12:51:56 +0000 2023;1733831917471174901;"Case - Penanganan Rohingya  Bong : Kita butuh hokage milter  Me : Klo di kelas Menteri aja Kyk ayam sayur, gimana bisa Ngarepin ketegasan sebagai Presiden ??  Pliss deh.. Jan hanya karna sirkelmu menjunjung stupidity, lantas menganggap intelektualitas seluruh Rakyat inflasi tuh.";0;0;0;0;in;149054292;1733831917471174901;FibellAffishya;https://twitter.com/FibellAffishya/status/1733831917471174901
Sun Dec 10 12:51:50 +0000 2023;1733831889948221773;"Makasih trakteernya 🙏 https://t.co/0lXICO0ozw Password: Asupan  Req/Donasi: https://t.co/WyTimV9kj1 Telegram: https://t.co/fJbYDA86T1  PERNGENTOTAN TERDAHSYAT #KimTaehyung Rohingya #viralvideo #PERSIBDAY FACIAL WASH Survey Giselle Xenoglossy SUNGCHAN Malam Senin Link Video Viral https://t.co/rb9HplJCQw";0;0;0;3;in;1697143119937200128;1733831889948221773;linkdood_1;https://twitter.com/linkdood_1/status/1733831889948221773
Sun Dec 10 12:51:28 +0000 2023;1733831799384793496;"ndelok live m5, tim indo lawan tim myanmar. moco live chat moro onok seng komen ngene “indo vs myanmar, yg kalah ngurus rohingya” luwucu cokkk 🤣";0;0;0;0;in;174244759;1733831799384793496;ardliii;https://twitter.com/ardliii/status/1733831799384793496
Sun Dec 10 12:51:07 +0000 2023;1733831710712967169;"25+ Link untuk Cek Pengumuman Kelulusan PPPK 2023 di Berbagai Instansi Guru, Kesehatan, dan Teknis  https://t.co/VCYiSsCAmX  #rohingya #zara #viralvideo #BEMUGM #indonesia #pppk #zonauang #cpns2023";0;0;0;0;in;1488661007887368192;1733831710712967169;putrarom_;https://twitter.com/putrarom_/status/1733831710712967169
Sun Dec 10 12:50:46 +0000 2023;1733831621907025931;"Survei Terbaru Indikator Menempatkan Pasangan Ganjar - Mahfud Duduki Puncak di Jawa Tengah.  Adiba PenghinaNabi DibelaAMIN AMIN PengkhianatUmat Zara Survey Rohingya Minggu https://t.co/ByQIFdHsgo";0;0;1;2;in;1533697678613565440;1733831621907025931;mediaterkin1;https://twitter.com/mediaterkin1/status/1733831621907025931
Sun Dec 10 12:50:07 +0000 2023;1733831459927138371;"@kegblgnunfaedh Orang2 rohingya itu kan punya negara....kenapa enggak dikirim pulang ke negeranya aja dr pd repot2 nampung mrk di Indonesia yg (mungkin) akan menimbulkan masalah dimasa depan seperti yg terjadi di myanmar.";0;0;0;0;in;1423181487143231488;1732728146959769658;OGojeker;https://twitter.com/OGojeker/status/1733831459927138371
Sun Dec 10 12:49:40 +0000 2023;1733831344663441681;"@AvaSiRem Ternyata Rohingya ini permasalahnnya cuman 2: Paras dan warna kulit";0;0;0;1;in;1658488223944032266;1733638596173963411;Abi_Nugrahaaa;https://twitter.com/Abi_Nugrahaaa/status/1733831344663441681
Sun Dec 10 12:49:30 +0000 2023;1733831303030849956;"@PartaiSocmed @aniesbaswedan Pak Anies ga menjabat suatu jabatan di pemerintahan indo. Bgm cara pengungsi Rohingya masuk?";0;0;0;0;in;1130526032346271744;1733316038551543965;nite_owl123;https://twitter.com/nite_owl123/status/1733831303030849956
Sun Dec 10 12:49:20 +0000 2023;1733831259854692538;"@OposisiCerdas Klo pak mahpud md berhasil tugas yg di kasih pak presiden ini, pulangkan orang2 Rohingya ke tempat asalnya, saya akan dukung bapak 100%";0;0;0;0;in;1568955354586939392;1733473230185484486;suara23675612;https://twitter.com/suara23675612/status/1733831259854692538
Sun Dec 10 12:48:58 +0000 2023;1733831168985108698;"@Aguscah88555821 @Joker_Li55ong @KemensosRI Menkopolhukam sudah turun tangan dan kesana cek kejadian nampaknya temukan mafia TPPO oknum UNHCR dan kong kali kong makanya lapor presiden...presiden perintahkan Kapolri agar di usut tuntas joki joki pengungsi Rohingya yg Raup 3,3M...bakal banyak yg keseret ini.";0;0;1;2;in;1615980757767585792;1733816878517321829;RusdiRu01226366;https://twitter.com/RusdiRu01226366/status/1733831168985108698
Sun Dec 10 12:47:06 +0000 2023;1733830699441111356;"Datang Lagi, 400 Pengungsi Rohingya Sampai ke Aceh https://t.co/onfQHggJce #aktualcom #Aktualofficial";0;0;0;0;in;1142137706840875008;1733830699441111356;aktualofficial;https://twitter.com/aktualofficial/status/1733830699441111356
Sun Dec 10 12:47:02 +0000 2023;1733830683871854928;"@convomfs Bales aja kalo gak ditemenin dia bakalan dikira pengungsi rohingya kah? Terus kalo udah ngeiyain sebelum nanya ke sender, ngapain lagi bilang2 kontlo nyari2 pembenaran aja hadeh lepasin aja nder laki2 kontlo kegatelan bawa penyakidhhhh";0;0;0;0;in;1390949662664761348;1733800156934647893;aichemochi;https://twitter.com/aichemochi/status/1733830683871854928
Sun Dec 10 12:46:17 +0000 2023;1733830493484073063;"MAKIN NGELUNJAK MAKIN KURANG AJAR ROHINGYA... TIDAK TAU BERTERIMAKASIH  #WASPADA #ROHINGYA https://t.co/p5aUsF0VYh";0;0;0;0;in;1601674105681776641;1733830493484073063;kiontonogorodjo;https://twitter.com/kiontonogorodjo/status/1733830493484073063
Sun Dec 10 12:46:10 +0000 2023;1733830465835171974;"Palestina mereka dijajah dan genosida, tanah Palestina tempat kelahiran byk nabi, dan jelas mereka islam. Lah Rohingya siapa? Warga bukan, gatau diri iya, kerjaan cuma beranak smpe sgitu byknya";0;0;0;0;in;1635255965842018305;1733830465835171974;chikasukakaedan;https://twitter.com/chikasukakaedan/status/1733830465835171974
Sun Dec 10 12:45:53 +0000 2023;1733830393999376827;"Gw aja yg menolak rohingya gak sampe segininya  Ini mh dah jdi fasis njir";0;0;0;0;in;1238403980897562626;1733829796449366327;SoetisnaWahyu;https://twitter.com/SoetisnaWahyu/status/1733830393999376827
Sun Dec 10 12:45:42 +0000 2023;1733830346758852697;"@KusumaJ40335609 @herricahyadi Abang jago tolong dong jwb pertanyaan saya yang ini : Coba jawab pertanyaan gw kan katanya km tau segalanya tetang rohingya, sebutin dong 1 nama aktor dari pembantaian rohingya &amp  punya pengaruh apa org tsb dan siapa yg mendanai pembataiannya ? Serius nanya";0;0;0;0;in;1312347926639775744;1733001129787879589;Stopwastetime;https://twitter.com/Stopwastetime/status/1733830346758852697
Sun Dec 10 12:45:32 +0000 2023;1733830304056713445;"YG LAGI VIRAL KAKAK GENJOT ADEK DIKAMAR SAMPAI NANGIS2 😱  LINK DI KOMENTAR   Pelajar bokep indo viral terbaru vcs Vidio Indonesia colmek scandal bumil jilbab mesum bahan coli hijab memek basah Tante sange selebgram Rohingya Minggu #SANGE_AAAAAAAAAA #SANGE_AAAAAAAAAAH #viralvideo https://t.co/eH3PSLTZaK";0;3;2;3;in;1598184846681055232;1733830304056713445;hcxun1171212;https://twitter.com/hcxun1171212/status/1733830304056713445
Sun Dec 10 12:45:07 +0000 2023;1733830201765920899;"135 Pengungsi Rohingya Sembunyikan Kapal Jauh dari Lokasi Pendaratan  https://t.co/9mQSiTYX6P";0;0;0;1;in;68930552;1733830201765920899;mediaindonesia;https://twitter.com/mediaindonesia/status/1733830201765920899
Sun Dec 10 12:44:44 +0000 2023;1733830104554618891;"@Bang_Muun @erwinquu @Candj09 iya itu maksudnya, rohingya yg masuk ke indo, sering / mgkn "selalu" mendaratnya di aceh 🤔 pdhl banyak titik di indo, misal jkt, kalimantan, atau mgkn mendarat di anyer, carita, raja ampat, lombok/ bali, etc";0;2;0;0;in;1630232155707289600;1733800111493513522;ali_vikal;https://twitter.com/ali_vikal/status/1733830104554618891
Sun Dec 10 12:44:15 +0000 2023;1733829980772327805;"Mcm laknat , patutlh di benci k mana shj pergi , perangai buruk &amp  kufur rohingya ,dtg rumah kita lmbt bagi mkn nasi marah2 komplen  https://t.co/fjVJlwmOOj";0;0;0;0;in;610439794;1733829980772327805;AKUANAKWATAN;https://twitter.com/AKUANAKWATAN/status/1733829980772327805
Sun Dec 10 12:43:07 +0000 2023;1733829698638254476;"@sosmedkeras pengungsi kayak gitu pantas diusir dari NKRI, pantesan etnis Rohingya itu diusir dari negara nya sendiri 🤬";0;0;0;0;in;1646861876725448705;1733467653942149370;alexferdi76;https://twitter.com/alexferdi76/status/1733829698638254476
Sun Dec 10 12:43:06 +0000 2023;1733829695211553003;"Minggu survey bisa bisany perngentotan terdahsyat trending besok senin #Viralvideo rohingya https://t.co/iQMvts9LNU";0;2;1;5;in;1712417678919716864;1733829695211553003;safridahanum25;https://twitter.com/safridahanum25/status/1733829695211553003
Sun Dec 10 12:42:35 +0000 2023;1733829563686510911;"sebenernya lu liat video ini sadar bahwa sistem kita sekarang penuh kontradiksi. lah emang Indo kalo gk nerima rohingya bakalan kasih makan ibu-ibu itu? enggak.  bukannya sadar akan kontradiksi ini malah nyalahin kelompok korban genosida.";0;0;0;1;in;1519606641439567872;1733829563686510911;isafraidofmics;https://twitter.com/isafraidofmics/status/1733829563686510911
Sun Dec 10 12:42:13 +0000 2023;1733829470291906782;"@cactiiberduri @ydrefla7_ @andrisuhendri22 @herricahyadi Iya maap saya bodo ya qaqa? Bagi info dong  qaqa pintar. Tolong sebutkan 1 nama aktor dibalik pembantaiann etnis rohingya &amp  kasih tau saya siapa yg mendanai genosida rohingya?";0;0;0;0;in;1312347926639775744;1733001129787879589;Stopwastetime;https://twitter.com/Stopwastetime/status/1733829470291906782
Sun Dec 10 12:41:00 +0000 2023;1733829164124578082;"semak lah presiden bangsat ni! berambus lah korang semua. tak payah semak duduk sini, siapa benak ubi bawa dorg masuk malaysia, aku harap anak kau nanti perangai mcm anak rohingya ! https://t.co/gNGmiNHRK0";0;0;0;0;in;339026917;1733829164124578082;ezallafrizall;https://twitter.com/ezallafrizall/status/1733829164124578082
Sun Dec 10 12:40:38 +0000 2023;1733829073095602569;"Jadi kira2 kapan Prabowo akan maju dan ngomong ‘saya akan selesaikan Rohingya?’";0;0;0;0;in;447938139;1733829073095602569;kakalipp;https://twitter.com/kakalipp/status/1733829073095602569
Sun Dec 10 12:40:36 +0000 2023;1733829062408486952;"@GenSaladin Awas Kampanye Memusuhi Pengungsi Muslim Rohingya ❗❗  Cacatan IB - Habib Rizieq Syihab : https://t.co/eeRTWvR2ZQ";0;0;0;0;in;190491893;1733368318705422693;al_ayyubi411;https://twitter.com/al_ayyubi411/status/1733829062408486952
Sun Dec 10 12:40:21 +0000 2023;1733829000416678125;"padahal kemaren pak jokowi udh speakup masalah rohingya, masa bawahannya gak ada gerak apa2 minimal upaya penjagaan lah biar gak gabut2 amat";0;0;0;0;in;1292275686934065152;1733828485557448942;rubyjanedeug;https://twitter.com/rubyjanedeug/status/1733829000416678125
Sun Dec 10 12:40:17 +0000 2023;1733828986177016036;"YG LAGI VIRAL SELEB TIKTOK HIJAB COLMEK SAMPAI MUNCRAT 😱  LINK DI KOMENTAR   Pelajar bokep indo viral terbaru vcs Vidio Indonesia colmek scandal bumil jilbab mesum bahan coli hijab memek basah Tante sange selebgram Rohingya Minggu #SANGE_AAAAAAAAAA #SANGE_AAAAAAAAAAH #viralvideo https://t.co/ZM5w9WnHmV";0;7;2;5;in;1601159248003506176;1733828986177016036;picurKelly;https://twitter.com/picurKelly/status/1733828986177016036
Sun Dec 10 12:39:52 +0000 2023;1733828877880095097;"Awas Kampanye Memusuhi Pengungsi Muslim Rohingya ❗❗  Cacatan IB - Habib Rizieq Syihab :   #rohingya #muslimrohingya #pengungsirohingya https://t.co/xPRkfaCUFe";0;0;0;0;in;190491893;1733828877880095097;al_ayyubi411;https://twitter.com/al_ayyubi411/status/1733828877880095097
Sun Dec 10 12:39:36 +0000 2023;1733828812390248675;"@jokowi YANG TEGAS JADI PRESIDEN...!!! UTAMAKAN KEMASLAHATAN WNI, BUKAN PENGUNGSI ILEGAL #Rohingya";0;0;0;0;in;1058255746482098176;1733084460172845500;aslijawa82;https://twitter.com/aslijawa82/status/1733828812390248675
Sun Dec 10 12:38:33 +0000 2023;1733828547381465369;"Diskon 90% Blibli Besok Spesial 12.12, Ada Minyak Goreng dan Peralatan Rumah Tangga Murah  https://t.co/yoBpACTXeQ  #rohingya #BEMUGM #zara #viralvideo #indonesia #murah #zonauang";0;0;0;0;in;1488661007887368192;1733828547381465369;putrarom_;https://twitter.com/putrarom_/status/1733828547381465369
Sun Dec 10 12:38:32 +0000 2023;1733828543992434988;"@jokowi KUNCINYA DI PEMERINTAH, KALAU PEMERINTAH TEGAS TOLAK PENGUNGSI ROHINGYA MAKA TIDAK ADA LAGI GELOMBANG KEDATANGAN PENGUNGSI ROHINGYA KE INDONESIA  #Rohingya";0;0;0;0;in;1058255746482098176;1733084460172845500;aslijawa82;https://twitter.com/aslijawa82/status/1733828543992434988
Sun Dec 10 12:37:59 +0000 2023;1733828404716486730;"@_together___ Haduh kok mirip² sama rohingya yg sekarang numpang di Aceh ya... Usir aja nih rohingya sebelum Indo kenapa²";0;0;0;0;in;1543051329882402817;1733409938255544670;KarpovAkhela;https://twitter.com/KarpovAkhela/status/1733828404716486730
