created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Fri Dec 08 16:07:00 +0000 2023;1733156231639138314;"@samprawood @neohistoria_id @m_marshel Emangnya Rohingya ngelakuin Nakba ke Myanmar bang? Bukannya junta militer yang melakukan Nakba ke etnis Rohingya bang?";0;0;0;0;in;1399464049;1733028831932629243;RizkymandallaMP;https://twitter.com/RizkymandallaMP/status/1733156231639138314
Fri Dec 08 16:06:39 +0000 2023;1733156141629337853;"@sosmedkeras Dari awal udah ngerasa gak suka sama pengungsi rohingya ini, gak sopan, dibaikin gak tau diri";0;0;0;0;in;1380405001713971201;1733107898736361894;CrimsonCrown__;https://twitter.com/CrimsonCrown__/status/1733156141629337853
Fri Dec 08 16:06:21 +0000 2023;1733156068140986849;"@afterwin88teams @Pai_C1 Wah beneran tyt isu yg beredar, ada kemungkinan isu rohingya ini diangkat sama bandar judi Myanmar";0;0;0;0;in;2368964965;1732968732711170056;azrbjian;https://twitter.com/azrbjian/status/1733156068140986849
Fri Dec 08 16:06:17 +0000 2023;1733156050973688314;"@xandreanda @UNHCRIndo @UNinIndonesia Buset.. Dapet untung lu dari pengungsi rohingya yg datang kemari?";0;0;0;0;in;1645751531642445824;1733100715822756290;MJORDIPRANATA;https://twitter.com/MJORDIPRANATA/status/1733156050973688314
Fri Dec 08 16:06:13 +0000 2023;1733156035458990343;"Polres Lhokseumawe Gagalkan 6 Pengungsi Rohingya yang Hendak Kabur, 3 Warga Setempat Juga Diamankan   https://t.co/HidjU5Nm8s via @tribunnews";0;0;0;0;in;64635651;1733156035458990343;serambinews;https://twitter.com/serambinews/status/1733156035458990343
Fri Dec 08 16:06:06 +0000 2023;1733156002156171490;"@risesknight121 bubarkan UNHCR 🐷 usir Rohingya anjj.sakit hati aq.warga asing difasilitasi dipelihara warga sendiri ditelantarkan";0;0;0;0;in;1492933743916756993;1732680441579323764;dimas60925836;https://twitter.com/dimas60925836/status/1733156002156171490
Fri Dec 08 16:05:42 +0000 2023;1733155904013701579;"Liat tiktok yg lewat rohingya mulu auto darah tinggi aku bjirlah";0;0;0;1;in;1119939492591177728;1733155904013701579;calllmeee_yaaa;https://twitter.com/calllmeee_yaaa/status/1733155904013701579
Fri Dec 08 16:04:50 +0000 2023;1733155686757110136;"Aku pernah mimpi Indonesia akan terjadi perang. Yang khawatir klo menerima Rohingya suatu saat akan berkuasa di daerah Indonesia,";0;0;0;0;in;783872076;1733155686757110136;KarnoRembo;https://twitter.com/KarnoRembo/status/1733155686757110136
Fri Dec 08 16:04:45 +0000 2023;1733155664032313517;"#viralvideo Rohingya BEM UGM NPWP Komika #JawabDel Indro ✅ Slot Gacor Hari Ini ✅ Situs Slot Terpercaya ✅ Info Slot Maxwin Malam Ini Info Link Gacor: https://t.co/vcINWX9FAN #slotgacorterbaru #infoslotgacor #situsslotgacormaxwin #jppaus #slotmaxwin #infogacor #liveslot https://t.co/XvOYZb548L";0;0;0;0;in;1716705325724909568;1733155664032313517;BucinPodca65953;https://twitter.com/BucinPodca65953/status/1733155664032313517
Fri Dec 08 16:04:43 +0000 2023;1733155655501099116;"@Tia53185606Siti @wordwispherer @SmudgeStan Mau meluruskan, memang terjadi pemerkosaan tapi korbannya bukan warga lokal aceh melainkan anak kecil Rohingya di kamp Pidie. Fitnah lo keji banget https://t.co/hBPcwQ7Qjs";0;0;0;0;in;1696391214613094400;1732566849777463565;jiminsalsyabila;https://twitter.com/jiminsalsyabila/status/1733155655501099116
Fri Dec 08 16:04:30 +0000 2023;1733155602539655437;"@theAnother11 @Blackburger_28 Lah bukannya Budak udah dilarang, Paling Rohingya ini loyalis inggris";0;0;0;1;in;2949158179;1732973586108080541;Adrammelec;https://twitter.com/Adrammelec/status/1733155602539655437
Fri Dec 08 16:04:18 +0000 2023;1733155549653737722;"Usut tuntas human trafficking dan UNHCR TERKAIT ROHINGYA BANGLADESH INDIA https://t.co/zWyv4IULkR";0;0;0;0;in;1168102826624483329;1733155549653737722;ENS53311139;https://twitter.com/ENS53311139/status/1733155549653737722
Fri Dec 08 16:03:50 +0000 2023;1733155435006570667;"https://t.co/h9Yeyk3LZ4 Woouuw…! Konglomerat Hingga Pengusaha Ternama Nasional Kumpul Bareng, Ada Apa Nich? #beritapolitik #Indonesia #beritakriminal #trending #TheElectionChannel #Pilpres2024 #Pemilu2024 #sinarmasgrup #Rohingya";0;0;0;0;in;1507307226058223618;1733155435006570667;Jurnalpatroli_;https://twitter.com/Jurnalpatroli_/status/1733155435006570667
Fri Dec 08 16:03:36 +0000 2023;1733155376747696290;"@neohistoria_id @m_marshel banyakan buzzer nya yg ga mau nerima,padahal ga langsung kesana terlibat,yaa gitu ujung2 nya di pecah sama buzzer,agar ga mau nerima rohingya";0;0;0;0;in;1671467122063708162;1733028831932629243;klantink27;https://twitter.com/klantink27/status/1733155376747696290
Fri Dec 08 16:03:08 +0000 2023;1733155259311333747;"@mario_an19 @herricahyadi @m_marshel Emang ada Rohingya ke sini pake jalur darat ?   Adakah pernyataan dr pengungsi Rohingya  yg datang beberapa th yg lalu bahwa mereka bayar utk ke Indonesia ?   Bukan pengungsi abal2 yg baru sampai beberapa minggu ini";0;0;0;0;in;1449619310024933378;1733032061659996466;TechGee50405567;https://twitter.com/TechGee50405567/status/1733155259311333747
Fri Dec 08 16:02:54 +0000 2023;1733155200293360110;"Lihatlah pria rakus ini wajah orang Bangladesh India,   Myanmar mengusir mereka Wajar, rohingya org India yg bar bar.  https://t.co/JGsL8QbFao";0;0;0;0;in;1168102826624483329;1733155200293360110;ENS53311139;https://twitter.com/ENS53311139/status/1733155200293360110
Fri Dec 08 16:02:53 +0000 2023;1733155194572267627;"@MRijalulM @J_permanaaa @septemblue_zip @UNinIndonesia @AREAJULID @UNHCRIndo @IOMIndonesia @Kemlu_RI @pusinfopolhukam @ASEAN @ASEAN_UN @AJIIndonesia @OHCHRAsia @RefugeesMedia iya gw tau elu pinter,dan elu yg tau sejarah dunia. coba tu rohingya di selundupin kerumah lu tanpa permisi dan tidur dikamar lu bangun2 minta di beliin sarapan pakai uang lu,tapi gk sesuai dg keinginan nya lalu di buang apa reaksi lu?? jngan sok bijak deh";0;0;0;0;in;1552390339406598145;1732708482531647945;ard43169342_yud;https://twitter.com/ard43169342_yud/status/1733155194572267627
Fri Dec 08 16:02:43 +0000 2023;1733155150565613945;"RESULT HONGKONG POOLS &gt  08  NOVEMBER 2023 SAH &gt  1068 Shio &gt  Monyet Selamat untuk member yang JP #HONGKONGpools #togelonline #datatogel #yupitoto #bandartogelterpercaya #situsjudionline #Luton #Rohingya #THEBAT https://t.co/ZMs8BCMF8E";0;0;0;0;in;1564996124397580289;1733155150565613945;yupitoto;https://twitter.com/yupitoto/status/1733155150565613945
Fri Dec 08 16:02:36 +0000 2023;1733155124430979249;"@tubirfess simpel aja nder, lu gausah baca berita lokal. lu baca aja tuh berita rohingya di malaysia, ga ada saut pautnya sama bahan politik indo. banyak tuh berita di malay ttg rohingya, mereka udh warning indo karna kelakuan org2 rohingya ini ga tau diri";0;0;0;0;in;397736032;1732970137823953078;swarticee;https://twitter.com/swarticee/status/1733155124430979249
Fri Dec 08 16:02:18 +0000 2023;1733155049793347817;"@KontenBerfaedah Bukan'a nolak cm rakyat sendiri aja masih banyak yg perlu di bantu. Mendingan warga rohingya ke Dubai atau negara yg maju.";0;0;0;0;in;1448078037044584451;1733006298483224835;dhika_dagita;https://twitter.com/dhika_dagita/status/1733155049793347817
Fri Dec 08 16:02:10 +0000 2023;1733155013093146833;"Komitmen Ganjar yg akan teruskan proyek IKN👊  || Jurgen Klopp BEM UGM Komika The K2 Muhammad Pil 1 Hunter Biden Rohingya Myanmar Pil 2 Kevin De Bruyne nayeon No 10 Pil 3 || https://t.co/6m4eRgcVMX";0;0;9;10;in;1598605658231754753;1733155013093146833;ArtantiHaira34;https://twitter.com/ArtantiHaira34/status/1733155013093146833
Fri Dec 08 16:02:06 +0000 2023;1733154998647943614;"@WahyuSigO76 @MrHidayatSyariv @ardiyat97 @matifasis @sosmedkeras Rohingya bukan warga Indonesia. Jadi ga perlu dikasih contoh dan bukan tugas pemerintah &amp  warga Indonesia ngasih contoh pengungsi illegal";0;1;0;0;in;395978803;1733107898736361894;iwanrivandi;https://twitter.com/iwanrivandi/status/1733154998647943614
Fri Dec 08 16:01:45 +0000 2023;1733154909506441610;"Sepakat kk  Kita lbh brhk mendptkn perlakuan Istimwa lyknya rohingya.   Olh krna itu, sy sarankan Langkah pertama kita adlh mencari kaum yg ingin meng-Genosida Rakyat Indonesia. Biar dapet makan gratis kita https://t.co/oG0iYqR7Ks";0;0;1;0;in;971345789459968000;1733154909506441610;kopajaavatar;https://twitter.com/kopajaavatar/status/1733154909506441610
Fri Dec 08 16:00:51 +0000 2023;1733154684045824256;"#viralvideo Rohingya BEM UGM NPWP Komika #JawabDel Indro ✅ Slot Gacor Hari Ini ✅ Situs Slot Terpercaya ✅ Info Slot Maxwin Malam Ini Info Link Gacor: https://t.co/aTg1Rn8UyQ #slotgacorterbaru #infoslotgacor #situsslotgacormaxwin #jppaus #slotmaxwin #infogacor #liveslot https://t.co/ix541O8qIR";0;0;0;0;in;1717089358732509184;1733154684045824256;Mahjong_Indo;https://twitter.com/Mahjong_Indo/status/1733154684045824256
Fri Dec 08 16:00:46 +0000 2023;1733154660893233560;"@iwanrivandi @WahyuSigO76 @ardiyat97 @matifasis @sosmedkeras Ok gue persempit. Watak Rohingya dan pribumi itu sebenarnya sama aja, suka buang sampah sembarangan.  Bedanya yang satu penduduk ilegal yang satu lagi penduduk legal. Setuju?   Rohingya = Pribumi untuk perkara buang sampah.";0;0;0;0;in;1132219475967655938;1733107898736361894;MrHidayatSyariv;https://twitter.com/MrHidayatSyariv/status/1733154660893233560
Fri Dec 08 16:00:38 +0000 2023;1733154628416819612;"#viralvideo Rohingya BEM UGM NPWP Komika #JawabDel Indro ✅ Slot Gacor Hari Ini ✅ Situs Slot Terpercaya ✅ Info Slot Maxwin Malam Ini Info Link Gacor: https://t.co/6sp8yI9Zyi #slotgacorterbaru #infoslotgacor #situsslotgacormaxwin #jppaus #slotmaxwin #infogacor #liveslot https://t.co/UCTfergweU";0;0;0;0;in;1713075277147013120;1733154628416819612;hw88info;https://twitter.com/hw88info/status/1733154628416819612
Fri Dec 08 16:00:35 +0000 2023;1733154617012465736;"Semoga segera ada solusi terbaik untuk kaum muslim Rohingya yang terombang-ambing. Di tanah sendiri tak diakui bahkan dizalimi, di negeri tujuannya ditolak sebab perilaku beberapa pendahulunya yang menyakiti..";0;0;0;0;in;49567092;1733154617012465736;YanuarPahlevi;https://twitter.com/YanuarPahlevi/status/1733154617012465736
Fri Dec 08 16:00:23 +0000 2023;1733154566584332447;"Tuh Australia yg jelas2 negara suaka yg wajib nerima pengungsi dan pencari suaka aja nolak Rohingya, lah ini @Refugees @UNHCRIndo datang2 maksa Indonesia nerima Rohingya, kerja yg bener makanya cari solusi buat mereka #UsirRohingya #tolakrohingya #bubarkanUNHCR #FreePalaestine https://t.co/oJwPO10goy";0;0;0;0;in;1649227526726897664;1733154566584332447;w_mxmff;https://twitter.com/w_mxmff/status/1733154566584332447
Fri Dec 08 16:00:15 +0000 2023;1733154532941832547;"@RiseUp_God Israel mah ada ko sejarahnya minta tanah Palestina ke Sultan Abdul Hamid 2 , bukan minta si mau beli... Jadi memang segitu nya pengen mendirikan negara zionis.. bahkan rencana mereka sangat terstruktur, plus ada bekingan Inggris dong. Rohingya siapa bekingan nya?";0;0;0;0;in;1179985360610156545;1733079784358654115;Edelweissalways;https://twitter.com/Edelweissalways/status/1733154532941832547
Fri Dec 08 16:00:14 +0000 2023;1733154527820578874;"#viralvideo Rohingya BEM UGM NPWP Komika #JawabDel Indro ✅ Slot Gacor Hari Ini ✅ Situs Slot Terpercaya ✅ Info Slot Maxwin Malam Ini Info Link Gacor: https://t.co/WajELgIYX1 #slotgacorterbaru #infoslotgacor #situsslotgacormaxwin #jppaus #slotmaxwin #infogacor #liveslot https://t.co/kKtCTKAxUe";0;0;0;0;in;1713116698705018880;1733154527820578874;Hw88_Gacor;https://twitter.com/Hw88_Gacor/status/1733154527820578874
Fri Dec 08 15:59:44 +0000 2023;1733154401316188231;"@bandacatturas rohingya pengecuttt,  beda jauh ama palestina, warga palestina tuh berani mati syahid demi bela tanah airnya. sama kayak indonesia, berani mati2an buat usir penjajah";0;0;0;0;in;1120702450489413632;1732950048508690742;netizen_soleh;https://twitter.com/netizen_soleh/status/1733154401316188231
Fri Dec 08 15:59:37 +0000 2023;1733154370425147750;"@ChaCalliope @herricahyadi @Aceh @jokowi @UNHCRIndo apa masyarakat kita pada terancam nyawanya krna kelaparan?  di rohingya sana orang dibunuhi lho mba, bukan kabur krna pengen pindah ke indo.  dah ah males, ngeyel bebal. leave aja byeee";0;1;0;0;in;1454417821199323139;1733129950776193089;jukijukiJJK1;https://twitter.com/jukijukiJJK1/status/1733154370425147750
Fri Dec 08 15:59:32 +0000 2023;1733154351815004613;"@UNHCRIndo @UNinIndonesia Namun kembali ke UUD 1945 memang menolong HAM setiap orang menjadi kewajiban negara terlepas dari itu. UNHCR harus membuat regulasi untuk membatasi mobilisasi dari negara yang bukan rujukan pengungsi rohingya. Seperti memperketat/menyeleksi warga pencari suaka untuk pindah";0;0;0;1;in;1047802001474482177;1733100715822756290;nichijou92;https://twitter.com/nichijou92/status/1733154351815004613
Fri Dec 08 15:59:25 +0000 2023;1733154320047288392;"Lagi coba bikin analisis tentang Rohingya di resto @KAI121.   Gerak2 mulu, sulit baca teks akun di SNA. Ini lah gunanya kereta cepat Whoosh. Bisa bisa baca SNA dengan nyaman. 😁 https://t.co/7fUODe0ZaN";0;1;3;20;in;34075325;1733154320047288392;ismailfahmi;https://twitter.com/ismailfahmi/status/1733154320047288392
Fri Dec 08 15:59:15 +0000 2023;1733154279224152453;"@evylagi @herricahyadi @risyad_bay @kurniasho @re_colfar @_aishamaharani VT doi engagement ny tinggi bgt,, Mulutny islami sekali waktu nyebarin narasi soal rohingya,  Selalu disisipkan "Masha Allah" &amp  "Subhanallah" di setiap kalimat,,  Eh di ujung video tidak lupa iklan kelas,, astagaaa";0;0;0;0;in;2368964965;1732780620093460804;azrbjian;https://twitter.com/azrbjian/status/1733154279224152453
Fri Dec 08 15:59:05 +0000 2023;1733154239940362704;"@neohistoria_id @m_marshel Orang² Rohingya ditampung dirumah kamu saja, kamu kasih makan juga";0;0;0;0;in;1590711836273704960;1733028831932629243;sugempilau;https://twitter.com/sugempilau/status/1733154239940362704
Fri Dec 08 15:59:01 +0000 2023;1733154221963526400;"@sosmedkeras ini orang2 rohingya bikin jengkel sumpahhh";0;0;0;0;in;1711017606365466624;1733107898736361894;fvckyoubitchhh_;https://twitter.com/fvckyoubitchhh_/status/1733154221963526400
Fri Dec 08 15:58:55 +0000 2023;1733154194784403529;"#viralvideo Rohingya BEM UGM NPWP Komika #JawabDel Indro ✅ Slot Gacor Hari Ini ✅ Situs Slot Terpercaya ✅ Info Slot Maxwin Malam Ini Info Link Gacor: https://t.co/78zzlnBsKt #slotgacorterbaru #infoslotgacor #situsslotgacormaxwin #jppaus #slotmaxwin #infogacor #liveslot https://t.co/M7WvNfxdKR";0;0;0;0;in;1713147897913712640;1733154194784403529;nabila_kha69473;https://twitter.com/nabila_kha69473/status/1733154194784403529
Fri Dec 08 15:58:54 +0000 2023;1733154192808960237;"Rohingya dikasih makan dupelihara dikasih tempt tinggal, lah rakyat sendiri masih ad yang kelaparan.";0;0;0;0;in;1047269757693521920;1733154192808960237;AIs1to;https://twitter.com/AIs1to/status/1733154192808960237
Fri Dec 08 15:58:44 +0000 2023;1733154149007856054;"@pijar_anugerah Gue bukan orang aceh, makanya gue lebih percaya sama testimoni orang aceh soal orang rohingya.. Drpda ocehan dr luar aceh..";0;0;0;0;in;841182948065853440;1733037236306989460;PutriSyalala8;https://twitter.com/PutriSyalala8/status/1733154149007856054
Fri Dec 08 15:58:36 +0000 2023;1733154117466599426;"@sosmedkeras Suka lucu sama akun2 centang biru di indo yg masih ngebela rohingya, jelas bgt kelakuan imigran gelap itu yg ngga pandai berterima kasih. Mereka yg bela rohingya harus ketemu langsung biar ngerti kelakuan biadab nya😤";0;0;0;0;in;1510840637704220672;1733107898736361894;semi_sjw;https://twitter.com/semi_sjw/status/1733154117466599426
Fri Dec 08 15:58:22 +0000 2023;1733154057752367323;"@blantik_pedhet1 @jokowi @PKSejahtera Seluruh NKRI skrg menolak Rohingya berada di bumi NKRI";0;0;0;1;in;1606297334823981056;1733073269652439393;TMSIHOL;https://twitter.com/TMSIHOL/status/1733154057752367323
Fri Dec 08 15:58:06 +0000 2023;1733153992715472970;"@RiseUp_God Mari kita gunakan kalimat yg sama saat para pejuang Palestina meminta bukti kejahatan Hamas.  "Mana buktinya? Mana?" Mana buktinya Rohingya minta pulau?";0;0;0;0;in;402732964;1733079784358654115;bagusvdr;https://twitter.com/bagusvdr/status/1733153992715472970
Fri Dec 08 15:58:02 +0000 2023;1733153975409713515;"@sosmedkeras rame bnget berita rohingya ngelunjat saran baik dikumpulin dikolem renang trus bakar smuanya mmk anggep aja pemusnahan barbuk narkoba golongan A";0;0;0;0;in;1172753750403907585;1733107898736361894;dikpabblo;https://twitter.com/dikpabblo/status/1733153975409713515
Fri Dec 08 15:58:00 +0000 2023;1733153964525515136;"@zr_izzul oknum 1 kn, gk bs menuduh smua rohingya pemerkosa..";0;2;0;0;in;1333709793526091776;1733144375843303901;astrienova_;https://twitter.com/astrienova_/status/1733153964525515136
Fri Dec 08 15:57:57 +0000 2023;1733153953117028577;"Suara rakyat yg wajib didengarkan atas Rohingya  Kembali menjadi Tugas bu Retno @Menlu_RI menegaskan kpd PBB agar Pemerintah India bertanggung jawab dgn rakyatnya.  Unt tdk mengotori &amp  membebani negara lain  ulah rakyatnya NKRI ttp wajib menolak ROHINGYA  https://t.co/eBZf2daUo3";0;0;0;0;in;1168102826624483329;1733153953117028577;ENS53311139;https://twitter.com/ENS53311139/status/1733153953117028577
Fri Dec 08 15:57:55 +0000 2023;1733153946691321964;"@iwanrivandi @MrHidayatSyariv @ardiyat97 @matifasis @sosmedkeras Urus warga dulu biar bisa kasih contoh ke Rohingya lalu pulangkan Rohingya oke ????";0;1;0;0;in;1704329080303407104;1733107898736361894;WahyuSigO76;https://twitter.com/WahyuSigO76/status/1733153946691321964
Fri Dec 08 15:57:35 +0000 2023;1733153860989161712;"@kinderrry Ini bisa jadi gak sih ini salah satu trik propaganda Inggris &amp  Amerika? kita kan sekarang lagi fokus support palestina. Makannya digeret tuh Rohingya (yg notabene dia tau kita bakal fokus ke Rohingya) buat mengalihkan isu kita gak nengok ke Palestina lagi";0;0;0;1;in;356104266;1732516761029706132;Windakartikasr;https://twitter.com/Windakartikasr/status/1733153860989161712
Fri Dec 08 15:57:07 +0000 2023;1733153743825412157;"Pertanian Kita Harus di Revolusi   .  tag || BEM UGM WA Aja Rohingya The K2 Komika Muhammad Indro Pil 1 selena || https://t.co/EwscGzVCTI";0;0;2;13;in;1630837652504313856;1733153743825412157;DessitaChairun1;https://twitter.com/DessitaChairun1/status/1733153743825412157
Fri Dec 08 15:57:02 +0000 2023;1733153721549541823;"Mengajak tokoh Budaya-Adat untuk berkolaborasi menciptakan Indonesia unggul adalah cara Pak Ganjar   .  tag || BEM UGM WA Aja Rohingya The K2 Komika Muhammad Indro Pil 1 selena || https://t.co/Tdc1UXNFd0";0;0;3;19;in;1635860286006767616;1733153721549541823;AswatiFitri;https://twitter.com/AswatiFitri/status/1733153721549541823
Fri Dec 08 15:56:57 +0000 2023;1733153699940512016;"Kisah perjalanan panjang Pak Ganjar Pranowo dari Rakyat kecil hingga menjadi Capres✊️  .  tag || BEM UGM WA Aja Rohingya The K2 Komika Muhammad Indro Pil 1 selena || https://t.co/oMy90RvAng";1;0;2;24;in;1658672589148135424;1733153699940512016;PrajuritGanjar;https://twitter.com/PrajuritGanjar/status/1733153699940512016
Fri Dec 08 15:56:45 +0000 2023;1733153650518999502;"Di Gas Pedagang Pasar Baru Balikpapan  .  tag || BEM UGM WA Aja Rohingya The K2 Komika Muhammad Indro Pil 1 selena || https://t.co/4O086dhqSG";0;0;2;21;in;1626434380389560328;1733153650518999502;PasukanGanjar;https://twitter.com/PasukanGanjar/status/1733153650518999502
Fri Dec 08 15:56:41 +0000 2023;1733153632298864737;"@pertalite8000 @arman_dhani plis lah, koreksi berita hoax boleh. tp jgn terlalu ignorant juga. kita udah di warning sama negeri tetangga. pikir mateng2, dampak ke negeri sendiri. masih banyak saudara2 di negeri sendiri yg lebih membutuhkan bantuan daripada org2 rohingya";0;0;0;0;in;397736032;1732682619442373063;swarticee;https://twitter.com/swarticee/status/1733153632298864737
Fri Dec 08 15:56:16 +0000 2023;1733153529798242742;"@alif_haidar Well. Siapa tak nak pancing undi rakyat an. Kalau Rohingya dapat kerakyatan, confirm2lah semua pakat undi dia (Muka happy sangat☺️)";0;0;1;1;in;1692617746209509377;1732962804729291070;onesadordah;https://twitter.com/onesadordah/status/1733153529798242742
Fri Dec 08 15:56:12 +0000 2023;1733153514082402648;"Guys rohingya itu apasih? Educate me pls";1;13;2;15;in;1336673961002725384;1733153514082402648;oliviapaytenn;https://twitter.com/oliviapaytenn/status/1733153514082402648
Fri Dec 08 15:55:37 +0000 2023;1733153364954009720;"@herricahyadi @_aishamaharani Egonya bukan main..  Datanglah ke Rohingya sana.. Datanglah ke kamp pengungsi di Aceh..  Cari informasi sebanyak2nya sebelum men-judge sesama Muslim.";0;0;0;0;in;190694286;1733087615052828911;hida_suryo;https://twitter.com/hida_suryo/status/1733153364954009720
Fri Dec 08 15:55:26 +0000 2023;1733153317981929600;"@pertalite8000 @arman_dhani memang itu yg digembor2kan dulu di 2017 pas berita "pembantaian muslim rohingya di myanmar" kan? berawal dari itu, lalu banyak yg akhirnya ikut bantu termasuk yg non-muslim. lu perlu data kan? udah riset blm kelakuan rohingya di negeri tetangga?";0;1;0;0;in;397736032;1732682619442373063;swarticee;https://twitter.com/swarticee/status/1733153317981929600
Fri Dec 08 15:54:56 +0000 2023;1733153194023457247;"@UNHCRIndo @UNinIndonesia untuk itu perihal mobilisasi pengungsi. Seharusnya jika tidak menyanggupi jangan telalu memaksakan, kalau begitu percuma dunia menyumbangkan camp tempat tinggal untuk pengungsi rohingya di bangladesh yang merupakan tempat yang telah disediakan untuk pengungsi tersebut.";0;1;0;1;in;1047802001474482177;1733100715822756290;nichijou92;https://twitter.com/nichijou92/status/1733153194023457247
Fri Dec 08 15:54:56 +0000 2023;1733153193654415385;"@ChaCalliope @herricahyadi @Aceh @jokowi @UNHCRIndo eh ada yg tbtb peduli sama saudara setanah air yg kurang mampu.  padahal orang kita mah kalo ada yg opdon lgsg berbondong² donasi kok.  kan diliat urgensinya. membantu apa hrs nunggu kaya dulu? duh keburu habis digenosida itu rohingya.";0;1;0;0;in;1454417821199323139;1733129950776193089;jukijukiJJK1;https://twitter.com/jukijukiJJK1/status/1733153193654415385
Fri Dec 08 15:54:52 +0000 2023;1733153178915598507;"@savicali njir banyak bener buzzee Rohingya";0;0;0;0;in;957108250817609728;1732945060369752567;aochiron;https://twitter.com/aochiron/status/1733153178915598507
Fri Dec 08 15:54:49 +0000 2023;1733153162549481606;"@elisa_jkt Sptnya ada yg bermain di air keruh. Kita lihat siapa yg akan dirugikan dan diuntungkan dgn isu ini. Siapa saja yg berusaha utk provokasi isu #Rohingya .  Isu2 besar apa yg sdng dialihkan. Mnding tahan jari dulu nh spy riak2nya lbh tenang. Nnti keliatan siapa yg msh aduk2 kolam";0;0;0;0;in;104104279;1732983820008218985;humblebee2021;https://twitter.com/humblebee2021/status/1733153162549481606
Fri Dec 08 15:54:11 +0000 2023;1733153003417530629;"@WahyuSigO76 @MrHidayatSyariv @ardiyat97 @matifasis @sosmedkeras Jadi lebar kemana2...😂😂...simple balik lagi hukum belom tegak di masyarakat dan pemerintah ok paham sebelum itu urus dan pulangkan pengungsi rohingya dulu ok";0;2;0;0;in;395978803;1733107898736361894;iwanrivandi;https://twitter.com/iwanrivandi/status/1733153003417530629
Fri Dec 08 15:54:09 +0000 2023;1733152996345995430;"@neohistoria_id @m_marshel menurut beberapa berita yang aku baca rohingya itu keturunan dari etnis di bangladesh yang ada di kubu inggris pada saat itu untuk menjajah myanmar dan kalah. jadi wajar kalau etnis mereka tidak diakui di negera tersebut. silahkan kembalikan mereka ke banglades.";0;0;0;0;in;1614093922405584897;1733028831932629243;Ihaveforu2;https://twitter.com/Ihaveforu2/status/1733152996345995430
Fri Dec 08 15:53:51 +0000 2023;1733152922362597522;"@risyad_bay @kurniasho Gmn jual kelas di konten hasutan ke rohingya nya bang? Sukses?";0;0;0;0;in;2368964965;1732975961984073928;azrbjian;https://twitter.com/azrbjian/status/1733152922362597522
Fri Dec 08 15:53:36 +0000 2023;1733152859695518014;"@cccvp9097 Klu begitu ,mereka tentara rohingya aja 😄";0;0;0;0;in;1234869510756192256;1732743774365954275;koko_kru;https://twitter.com/koko_kru/status/1733152859695518014
Fri Dec 08 15:53:35 +0000 2023;1733152852045074893;"Emg gabisa ya kita terima rohingya, terus kalo mereka bertindak lriminal ya dipenjarain aja gt";0;0;0;0;in;136943140;1733152852045074893;ellguma;https://twitter.com/ellguma/status/1733152852045074893
Fri Dec 08 15:53:23 +0000 2023;1733152804754346146;"Dapat Laporan Soal TPPO Pengungsi Rohingya, Jokowi Bakal Tindak Tegas https://t.co/w2FEzrPZXA";0;0;0;0;in;1492038916429737987;1733152804754346146;AdatahRedaksi;https://twitter.com/AdatahRedaksi/status/1733152804754346146
Fri Dec 08 15:53:19 +0000 2023;1733152787750629630;"Para menfess-menfess ini juga ada agenda apa ya selalu fearmongering masalah Rohingya? seolah menyulut bensin  Selain itu, yang mengecewakan adalah banyak masy 🇮🇩 yang jatuhnya dehumanisasi+demonization ke Rohingya, yang sebenernya gadiperlukan";0;0;0;1;in;1652638848541921280;1733151271589437785;betawicina;https://twitter.com/betawicina/status/1733152787750629630
Fri Dec 08 15:52:41 +0000 2023;1733152625904988333;"@OmpungGuru @desri12157 @ganjarpranowo @mohmahfudmd @jawapos @kompascom Contohnya Pengungsi rohingya Jokowi dulu menolak agar di pulangkan ke negara asal....PKS oposisi tak setuju ahirnya  timbul masalah ...datang lagi baru ketuan ada Maklar dn penyelundupnya untung 3,3 M sdh tertangkap dan perintah Jokowi semua yg terseret di proses hukum.";0;1;0;1;in;1615980757767585792;1733047318621130955;RusdiRu01226366;https://twitter.com/RusdiRu01226366/status/1733152625904988333
Fri Dec 08 15:52:33 +0000 2023;1733152593432719582;"VIRAL DUKUN SANG33 PERKOSA PASIENNYA, SAMPE PINGSAN🥵  LINK FULL KOMENTAR/BIO PROFIL  Pelajar bokep indo viral terbaru ginting  colmek scandal mesum bahan coli memek basah tidur arhan Israel Pasumi malam minggu WA Aja Rohingya BEM UGM  #malamjumat #SANGE_AAAAAAAAAAH https://t.co/K0LdK4x8pu";0;0;0;0;in;2758522391;1733152593432719582;trazctor;https://twitter.com/trazctor/status/1733152593432719582
Fri Dec 08 15:52:28 +0000 2023;1733152574071791904;"Masalah rohingya itu karena mereka ada di Aceh, daerah yang masih banyak kesulitan. Pindahin aja ke Jakarta dah kalo emang mau ga ribut-ribut. APBD Jakarta gede yekan. Mau pake APBN juga deket, kan masih jadi Ibu Kota sekarang.";0;1;0;0;in;83349007;1733152574071791904;ragiligar;https://twitter.com/ragiligar/status/1733152574071791904
