text_clean,text_preprocessed
mbak awal aku respect krn kamu suka posting tentang palestine   tapi semakin kesini kamu semakin blunder dengan membangun narasi gak jelas memprovokasi usir rohingya  kemarin nyebar hoax minimal minta maaf dulu mba😘😘😘,"['mbak', 'respect', 'krn', 'suka', 'posting', 'palestine', 'kesini', 'blunder', 'bangun', 'narasi', 'gak', 'provokasi', 'usir', 'rohingya', 'kemarin', 'nyebar', 'hoax', 'minimal', 'maaf', 'mba']"
mana pendukung pembela rohingya,"['dukung', 'bela', 'rohingya']"
id marshel baca lagi bang baca disitu gw akuin ada salah kata tpi untuk tidak beropini yg gw maksud itu opini yg mendukung pengungsi rohingya ttp ada  masuk terus ke indo,"['id', 'marshel', 'baca', 'bang', 'baca', 'situ', 'gw', 'akuin', 'ada', 'salah', 'tpi', 'opini', 'yg', 'gw', 'maksud', 'opini', 'yg', 'dukung', 'ungsi', 'rohingya', 'ttp', 'ada', 'masuk', 'indo']"
bubarkan unhcr 🐷 usir rohingya anjjsakit hati aqwarga asing difasilitasi dipelihara warga sendiri ditelantarkan,"['bubar', 'unhcr', '', 'usir', 'rohingya', 'anjjsakit', 'hati', 'aqwarga', 'asing', 'fasilitas', 'pelihara', 'warga', 'telantar']"
id coba tanya ke dia min emangnya kapan etnis rohingya melakukan nakba ke warga myanmar padahal junta militer yang melakukan genosida,"['id', 'coba', 'min', 'emang', 'etnis', 'rohingya', 'nakba', 'warga', 'myanmar', 'junta', 'militer', 'genosida']"
sudah dulu waktu ramenya pembantaian rohingya  sekali lagi itulah tugas pemerintah kalo memang masih punya dasar pancasila loby ke pbb bikin pertemuan khusus asean dll mereka lebih tahu,"['ramenya', 'bantai', 'rohingya', 'tugas', 'perintah', 'kalo', 'dasar', 'pancasila', 'loby', 'pbb', 'bikin', 'temu', 'khusus', 'asean', 'dll']"
prof  anak muda yg tidak golput adakah anak muda yg matang dlm berpikir amp  bersikap       bem ugm let go unhcr hafal jungkook rohingya internet gratis ganjar  ki,"['prof', 'anak', 'muda', 'yg', 'golput', 'ada', 'anak', 'muda', 'yg', 'matang', 'dlm', 'pikir', 'amp', 'sikap', 'bem', 'ugm', 'let', 'go', 'unhcr', 'hafal', 'jungkook', 'rohingya', 'internet', 'gratis', 'ganjar', 'ki']"
tgl  rumah susun sidoarjo yg di tinggalin pengungsi rohingya hari ini di rusak kaca jendela pecah fasilitas yg di kasih dirusak alasan pengerusakan karna listrik mati selama  jam disebabkan gudang penyimpanan pt lazada terjadi kebakaran,"['tgl', 'rumah', 'susun', 'sidoarjo', 'yg', 'tinggalin', 'ungsi', 'rohingya', 'rusak', 'kaca', 'jendela', 'pecah', 'fasilitas', 'yg', 'kasih', 'rusak', 'alas', 'rusa', 'karna', 'listrik', 'mati', 'jam', 'sebab', 'gudang', 'simpan', 'pt', 'lazada', 'bakar']"
malam ini paling seneng enak itu nyepin inces cok  info slot gacor hari ini  pragma  link     muhammad bem ugm malam iqoo the k kdrohingya komika pil  jamal npwp unhcr,"['malam', 'neng', 'enak', 'nyepin', 'inces', 'cok', 'info', 'slot', 'gacor', 'pragma', 'link', 'muhammad', 'bem', 'ugm', 'malam', 'iqoo', 'the', 'k', 'kdrohingya', 'komika', 'pil', 'jamal', 'npwp', 'unhcr']"
dari kmrn masih niat tuh dipotong wawancaranya dikasih subtitle menyesatkan palingan bentar lagi beneran ada itu berita tentang sejarah rohingya yang dipelintir,"['kmrn', 'niat', 'tuh', 'potong', 'wawancara', 'kasih', 'subtitle', 'sesat', 'paling', 'bentar', 'beneran', 'ada', 'berita', 'sejarah', 'rohingya', 'pelintir']"
tau kalau dia pengungsi rohingya dari mana kah sumber videonya mana ya nder siapa tau ada akun sumber videonya krn ini si mbaknya sama² bicara bhs melayu di vid nya jg gk ada tulisan bhw si mb adlh pngungsi kecuali tulisan dr org indonesia sendiri,"['tau', 'ungsi', 'rohingya', 'kah', 'sumber', 'video', 'ya', 'nder', 'tau', 'ada', 'akun', 'sumber', 'video', 'krn', 'si', 'mbak', 'sama', 'bicara', 'bhs', 'melayu', 'vid', 'nya', 'jg', 'gk', 'ada', 'tulis', 'bhw', 'si', 'mb', 'adlh', 'pngungsi', 'kecuali', 'tulis', 'dr', 'org', 'indonesia']"
egan bay tapi fakta bukan kalo rohingya itu pengecut mereka bukannya lawan dan rebut tanah airnya tp malah kabur ke negri orang liat noh palestina dan indonesia  rakyatnya rela mati syahid demi merebut tanah air,"['egan', 'bay', 'fakta', 'kalo', 'rohingya', 'kecut', 'lawan', 'rebut', 'tanah', 'air', 'tp', 'kabur', 'negri', 'orang', 'liat', 'noh', 'palestina', 'indonesia', 'rakyat', 'rela', 'mati', 'syahid', 'rebut', 'tanah', 'air']"
id marshel searching juga ya kalo si rohingya ini membantu inggris dalam menjajah myanmar udah itu aja infonya pantas lah d genosida,"['id', 'marshel', 'searching', 'ya', 'kalo', 'si', 'rohingya', 'bantu', 'inggris', 'jajah', 'myanmar', 'udah', 'aja', 'info', 'd', 'genosida']"
merah  kan emang ada campaign terselubung buat ngehate rohingya terutama dari myanmar liat aja akun fake unhcr banyak bat sumber berita dari media yang kaga jelas juga terus base menfess ama base lain yang ngomporin ditambah netizen yang gampang disetir ama berita negatif,"['merah', 'emang', 'ada', 'campaign', 'selubung', 'ngehate', 'rohingya', 'myanmar', 'liat', 'aja', 'akun', 'fake', 'unhcr', 'bat', 'sumber', 'berita', 'media', 'kaga', 'base', 'menfess', 'ama', 'base', 'ngomporin', 'tambah', 'netizen', 'gampang', 'setir', 'ama', 'berita', 'negatif']"
lo pada yg gembor minta rohingya diusir apalagi sampe dibikin lelucon dan nyebarin hoax mending ga usah dah sok peduli sama palestina kelakuan lu semua mirip zionis,"['lo', 'yg', 'gembor', 'rohingya', 'usir', 'sampe', 'bikin', 'lelucon', 'nyebarin', 'hoax', 'mending', 'ga', 'dah', 'sok', 'peduli', 'palestina', 'laku', 'lu', 'zionis']"
id marshel emangnya rohingya ngelakuin nakba ke myanmar bang bukannya junta militer yang melakukan nakba ke etnis rohingya bang,"['id', 'marshel', 'emang', 'rohingya', 'ngelakuin', 'nakba', 'myanmar', 'bang', 'junta', 'militer', 'nakba', 'etnis', 'rohingya', 'bang']"
dari awal udah ngerasa gak suka sama pengungsi rohingya ini gak sopan dibaikin gak tau diri,"['udah', 'ngerasa', 'gak', 'suka', 'ungsi', 'rohingya', 'gak', 'sopan', 'dibaikin', 'gak', 'tau']"
c wah beneran tyt isu yg beredar ada kemungkinan isu rohingya ini diangkat sama bandar judi myanmar,"['c', 'beneran', 'tyt', 'isu', 'yg', 'edar', 'ada', 'isu', 'rohingya', 'angkat', 'bandar', 'judi', 'myanmar']"
buset dapet untung lu dari pengungsi rohingya yg datang kemari,"['buset', 'dapet', 'untung', 'lu', 'ungsi', 'rohingya', 'yg', 'kemari']"
polres lhokseumawe gagalkan  pengungsi rohingya yang hendak kabur  warga setempat juga diamankan    via,"['polres', 'lhokseumawe', 'gagal', 'ungsi', 'rohingya', 'kabur', 'warga', 'aman', 'via']"
liat tiktok yg lewat rohingya mulu auto darah tinggi aku bjirlah,"['liat', 'tiktok', 'yg', 'rohingya', 'mulu', 'auto', 'darah', 'bjirlah']"
aku pernah mimpi indonesia akan terjadi perang yang khawatir klo menerima rohingya suatu saat akan berkuasa di daerah indonesia,"['mimpi', 'indonesia', 'perang', 'khawatir', 'klo', 'terima', 'rohingya', 'kuasa', 'daerah', 'indonesia']"
rohingya bem ugm npwp komika  indro ✅ slot gacor hari ini ✅ situs slot terpercaya ✅ info slot maxwin malam ini info link gacor,"['rohingya', 'bem', 'ugm', 'npwp', 'komika', 'indro', '', 'slot', 'gacor', '', 'situs', 'slot', 'percaya', '', 'info', 'slot', 'maxwin', 'malam', 'info', 'link', 'gacor']"
mau meluruskan memang terjadi pemerkosaan tapi korbannya bukan warga lokal aceh melainkan anak kecil rohingya di kamp pidie fitnah lo keji banget,"['lurus', 'perkosa', 'korban', 'warga', 'lokal', 'aceh', 'anak', 'rohingya', 'kamp', 'pidie', 'fitnah', 'lo', 'keji', 'banget']"
lah bukannya budak udah dilarang paling rohingya ini loyalis inggris,"['budak', 'udah', 'larang', 'rohingya', 'loyalis', 'inggris']"
usut tuntas human trafficking dan unhcr terkait rohingya bangladesh india,"['usut', 'tuntas', 'human', 'trafficking', 'unhcr', 'kait', 'rohingya', 'bangladesh', 'india']"
woouuw… konglomerat hingga pengusaha ternama nasional kumpul bareng ada apa nich,"['woouuw', 'konglomerat', 'usaha', 'nama', 'nasional', 'kumpul', 'bareng', 'ada', 'nich']"
id marshel banyakan buzzer nya yg ga mau nerimapadahal ga langsung kesana terlibatyaa gitu ujung nya di pecah sama buzzeragar ga mau nerima rohingya,"['id', 'marshel', 'banyak', 'buzzer', 'nya', 'yg', 'ga', 'nerimapadahal', 'ga', 'langsung', 'kesana', 'terlibatyaa', 'gitu', 'ujung', 'nya', 'pecah', 'buzzeragar', 'ga', 'nerima', 'rohingya']"
an  marshel emang ada rohingya ke sini pake jalur darat    adakah pernyataan dr pengungsi rohingya  yg datang beberapa th yg lalu bahwa mereka bayar utk ke indonesia    bukan pengungsi abal yg baru sampai beberapa minggu ini,"['an', 'marshel', 'emang', 'ada', 'rohingya', 'pake', 'jalur', 'darat', 'ada', 'nyata', 'dr', 'ungsi', 'rohingya', 'yg', 'th', 'yg', 'bayar', 'utk', 'indonesia', 'ungsi', 'abal', 'yg', 'minggu']"
lihatlah pria rakus ini wajah orang bangladesh india   myanmar mengusir mereka wajar rohingya org india yg bar bar,"['lihat', 'pria', 'rakus', 'wajah', 'orang', 'bangladesh', 'india', 'myanmar', 'usir', 'wajar', 'rohingya', 'org', 'india', 'yg', 'bar', 'bar']"
permanaaa zip     ri   un    iya gw tau elu pinterdan elu yg tau sejarah dunia coba tu rohingya di selundupin kerumah lu tanpa permisi dan tidur dikamar lu bangun minta di beliin sarapan pakai uang lutapi gk sesuai dg keinginan nya lalu di buang apa reaksi lu jngan sok bijak deh,"['permanaaa', 'zip', 'ri', 'un', 'iya', 'gw', 'tau', 'elu', 'pinterdan', 'elu', 'yg', 'tau', 'sejarah', 'dunia', 'coba', 'tu', 'rohingya', 'selundupin', 'rumah', 'lu', 'permisi', 'tidur', 'kamar', 'lu', 'bangun', 'beliin', 'sarap', 'pakai', 'uang', 'lutapi', 'gk', 'sesuai', 'dg', 'nya', 'buang', 'reaksi', 'lu', 'jngan', 'sok', 'bijak', 'deh']"
result hongkong pools gt    november  sah gt   shio gt  monyet selamat untuk member yang jp,"['result', 'hongkong', 'pools', 'gt', 'november', 'sah', 'gt', 'shio', 'gt', 'monyet', 'selamat', 'member', 'jp']"
simpel aja nder lu gausah baca berita lokal lu baca aja tuh berita rohingya di malaysia ga ada saut pautnya sama bahan politik indo banyak tuh berita di malay ttg rohingya mereka udh warning indo karna kelakuan org rohingya ini ga tau diri,"['simpel', 'aja', 'nder', 'lu', 'gausah', 'baca', 'berita', 'lokal', 'lu', 'baca', 'aja', 'tuh', 'berita', 'rohingya', 'malaysia', 'ga', 'ada', 'saut', 'paut', 'bahan', 'politik', 'indo', 'tuh', 'berita', 'malay', 'ttg', 'rohingya', 'udh', 'warning', 'indo', 'karna', 'laku', 'org', 'rohingya', 'ga', 'tau']"
bukana nolak cm rakyat sendiri aja masih banyak yg perlu di bantu mendingan warga rohingya ke dubai atau negara yg maju,"['bukana', 'nolak', 'cm', 'rakyat', 'aja', 'yg', 'bantu', 'mending', 'warga', 'rohingya', 'dubai', 'negara', 'yg', 'maju']"
komitmen ganjar yg akan teruskan proyek ikn👊   jurgen klopp bem ugm komika the k muhammad pil  hunter biden rohingya myanmar pil  kevin de bruyne nayeon no  pil,"['komitmen', 'ganjar', 'yg', 'terus', 'proyek', 'ikn', 'jurgen', 'klopp', 'bem', 'ugm', 'komika', 'the', 'k', 'muhammad', 'pil', 'hunter', 'biden', 'rohingya', 'myanmar', 'pil', 'kevin', 'de', 'bruyne', 'nayeon', 'no', 'pil']"
rohingya bukan warga indonesia jadi ga perlu dikasih contoh dan bukan tugas pemerintah amp  warga indonesia ngasih contoh pengungsi illegal,"['rohingya', 'warga', 'indonesia', 'ga', 'kasih', 'contoh', 'tugas', 'perintah', 'amp', 'warga', 'indonesia', 'ngasih', 'contoh', 'ungsi', 'illegal']"
sepakat kk  kita lbh brhk mendptkn perlakuan istimwa lyknya rohingya   olh krna itu sy sarankan langkah pertama kita adlh mencari kaum yg ingin menggenosida rakyat indonesia biar dapet makan gratis kita,"['sepakat', 'kk', 'lbh', 'brhk', 'mendptkn', 'laku', 'istimwa', 'lyknya', 'rohingya', 'olh', 'krna', 'sy', 'saran', 'langkah', 'adlh', 'cari', 'kaum', 'yg', 'genosida', 'rakyat', 'indonesia', 'biar', 'dapet', 'makan', 'gratis']"
ok gue persempit watak rohingya dan pribumi itu sebenarnya sama aja suka buang sampah sembarangan  bedanya yang satu penduduk ilegal yang satu lagi penduduk legal setuju   rohingya  pribumi untuk perkara buang sampah,"['ok', 'gue', 'sempit', 'watak', 'rohingya', 'pribumi', 'aja', 'suka', 'buang', 'sampah', 'sembarang', 'beda', 'duduk', 'ilegal', 'duduk', 'legal', 'tuju', 'rohingya', 'pribumi', 'perkara', 'buang', 'sampah']"
semoga segera ada solusi terbaik untuk kaum muslim rohingya yang terombangambing di tanah sendiri tak diakui bahkan dizalimi di negeri tujuannya ditolak sebab perilaku beberapa pendahulunya yang menyakiti,"['moga', 'ada', 'solusi', 'baik', 'kaum', 'muslim', 'rohingya', 'terombangambing', 'tanah', 'aku', 'zalim', 'negeri', 'tuju', 'tolak', 'perilaku', 'dahulu', 'sakit']"
tuh australia yg jelas negara suaka yg wajib nerima pengungsi dan pencari suaka aja nolak rohingya lah ini   datang maksa indonesia nerima rohingya kerja yg bener makanya cari solusi buat mereka,"['tuh', 'australia', 'yg', 'negara', 'suaka', 'yg', 'wajib', 'nerima', 'ungsi', 'cari', 'suaka', 'aja', 'nolak', 'rohingya', 'maksa', 'indonesia', 'nerima', 'rohingya', 'kerja', 'yg', 'bener', 'cari', 'solusi']"
god israel mah ada ko sejarahnya minta tanah palestina ke sultan abdul hamid   bukan minta si mau beli jadi memang segitu nya pengen mendirikan negara zionis bahkan rencana mereka sangat terstruktur plus ada bekingan inggris dong rohingya siapa bekingan nya,"['god', 'israel', 'mah', 'ada', 'ko', 'sejarah', 'tanah', 'palestina', 'sultan', 'abdul', 'hamid', 'si', 'beli', 'segitu', 'nya', 'ken', 'diri', 'negara', 'zionis', 'rencana', 'struktur', 'plus', 'ada', 'beking', 'inggris', 'rohingya', 'beking', 'nya']"
rohingya pengecuttt  beda jauh ama palestina warga palestina tuh berani mati syahid demi bela tanah airnya sama kayak indonesia berani matian buat usir penjajah,"['rohingya', 'pengecuttt', 'beda', 'ama', 'palestina', 'warga', 'palestina', 'tuh', 'berani', 'mati', 'syahid', 'bela', 'tanah', 'air', 'kayak', 'indonesia', 'berani', 'mati', 'usir', 'jajah']"
apa masyarakat kita pada terancam nyawanya krna kelaparan  di rohingya sana orang dibunuhi lho mba bukan kabur krna pengen pindah ke indo  dah ah males ngeyel bebal leave aja byeee,"['masyarakat', 'ancam', 'nyawa', 'krna', 'lapar', 'rohingya', 'orang', 'bunuh', 'lho', 'mba', 'kabur', 'krna', 'ken', 'pindah', 'indo', 'dah', 'ah', 'males', 'ngeyel', 'bebal', 'leave', 'aja', 'byeee']"
namun kembali ke uud  memang menolong ham setiap orang menjadi kewajiban negara terlepas dari itu unhcr harus membuat regulasi untuk membatasi mobilisasi dari negara yang bukan rujukan pengungsi rohingya seperti memperketatmenyeleksi warga pencari suaka untuk pindah,"['uud', 'tolong', 'ham', 'orang', 'wajib', 'negara', 'lepas', 'unhcr', 'regulasi', 'batas', 'mobilisasi', 'negara', 'rujuk', 'ungsi', 'rohingya', 'memperketatmenyeleksi', 'warga', 'cari', 'suaka', 'pindah']"
lagi coba bikin analisis tentang rohingya di resto    gerak mulu sulit baca teks akun di sna ini lah gunanya kereta cepat whoosh bisa bisa baca sna dengan nyaman 😁,"['coba', 'bikin', 'analisis', 'rohingya', 'resto', 'gerak', 'mulu', 'sulit', 'baca', 'teks', 'akun', 'sna', 'guna', 'kereta', 'cepat', 'whoosh', 'baca', 'sna', 'nyaman', '']"
bay  colfar aishamaharani vt doi engagement ny tinggi bgt mulutny islami sekali waktu nyebarin narasi soal rohingya  selalu disisipkan masha allah amp  subhanallah di setiap kalimat  eh di ujung video tidak lupa iklan kelas astagaaa,"['bay', 'colfar', 'aishamaharani', 'vt', 'doi', 'engagement', 'ny', 'bgt', 'mulutny', 'islami', 'nyebarin', 'narasi', 'rohingya', 'sisip', 'masha', 'allah', 'amp', 'subhanallah', 'kalimat', 'eh', 'ujung', 'video', 'lupa', 'iklan', 'kelas', 'astagaaa']"
id marshel orang² rohingya ditampung dirumah kamu saja kamu kasih makan juga,"['id', 'marshel', 'orang', 'rohingya', 'tampung', 'rumah', 'kasih', 'makan']"
ini orang rohingya bikin jengkel sumpahhh,"['orang', 'rohingya', 'bikin', 'jengkel', 'sumpahhh']"
rohingya dikasih makan dupelihara dikasih tempt tinggal lah rakyat sendiri masih ad yang kelaparan,"['rohingya', 'kasih', 'makan', 'dupelihara', 'kasih', 'tempt', 'tinggal', 'rakyat', 'ad', 'lapar']"
anugerah gue bukan orang aceh makanya gue lebih percaya sama testimoni orang aceh soal orang rohingya drpda ocehan dr luar aceh,"['anugerah', 'gue', 'orang', 'aceh', 'gue', 'percaya', 'testimoni', 'orang', 'aceh', 'orang', 'rohingya', 'drpda', 'oceh', 'dr', 'aceh']"
suka lucu sama akun centang biru di indo yg masih ngebela rohingya jelas bgt kelakuan imigran gelap itu yg ngga pandai berterima kasih mereka yg bela rohingya harus ketemu langsung biar ngerti kelakuan biadab nya😤,"['suka', 'lucu', 'akun', 'centang', 'biru', 'indo', 'yg', 'ngebela', 'rohingya', 'bgt', 'laku', 'imigran', 'gelap', 'yg', 'ngga', 'pandai', 'terima', 'kasih', 'yg', 'bela', 'rohingya', 'ketemu', 'langsung', 'biar', 'ngerti', 'laku', 'biadab', 'nya']"
pedhet   seluruh nkri skrg menolak rohingya berada di bumi nkri,"['pedhet', 'nkri', 'skrg', 'tolak', 'rohingya', 'bumi', 'nkri']"
god mari kita gunakan kalimat yg sama saat para pejuang palestina meminta bukti kejahatan hamas  mana buktinya mana mana buktinya rohingya minta pulau,"['god', 'mari', 'kalimat', 'yg', 'juang', 'palestina', 'bukti', 'jahat', 'hamas', 'bukti', 'bukti', 'rohingya', 'pulau']"
rame bnget berita rohingya ngelunjat saran baik dikumpulin dikolem renang trus bakar smuanya mmk anggep aja pemusnahan barbuk narkoba golongan a,"['rame', 'bnget', 'berita', 'rohingya', 'ngelunjat', 'saran', 'dikumpulin', 'dikolem', 'renang', 'trus', 'bakar', 'smuanya', 'mmk', 'anggep', 'aja', 'musnah', 'barbuk', 'narkoba', 'golong', 'a']"
izzul oknum  kn gk bs menuduh smua rohingya pemerkosa,"['izzul', 'oknum', 'kn', 'gk', 'bs', 'tuduh', 'smua', 'rohingya', 'perkosa']"
suara rakyat yg wajib didengarkan atas rohingya  kembali menjadi tugas bu retno ri menegaskan kpd pbb agar pemerintah india bertanggung jawab dgn rakyatnya  unt tdk mengotori amp  membebani negara lain  ulah rakyatnya nkri ttp wajib menolak rohingya,"['suara', 'rakyat', 'yg', 'wajib', 'dengar', 'rohingya', 'tugas', 'bu', 'retno', 'ri', 'kpd', 'pbb', 'perintah', 'india', 'tanggung', 'dgn', 'rakyat', 'unt', 'tdk', 'kotor', 'amp', 'beban', 'negara', 'ulah', 'rakyat', 'nkri', 'ttp', 'wajib', 'tolak', 'rohingya']"
urus warga dulu biar bisa kasih contoh ke rohingya lalu pulangkan rohingya oke,"['urus', 'warga', 'biar', 'kasih', 'contoh', 'rohingya', 'pulang', 'rohingya', 'oke']"
ini bisa jadi gak sih ini salah satu trik propaganda inggris amp  amerika kita kan sekarang lagi fokus support palestina makannya digeret tuh rohingya yg notabene dia tau kita bakal fokus ke rohingya buat mengalihkan isu kita gak nengok ke palestina lagi,"['gak', 'sih', 'salah', 'trik', 'propaganda', 'inggris', 'amp', 'amerika', 'fokus', 'support', 'palestina', 'makan', 'geret', 'tuh', 'rohingya', 'yg', 'notabene', 'tau', 'fokus', 'rohingya', 'alih', 'isu', 'gak', 'nengok', 'palestina']"
pertanian kita harus di revolusi     tag  bem ugm wa aja rohingya the k komika muhammad indro pil  selena,"['tani', 'revolusi', 'tag', 'bem', 'ugm', 'wa', 'aja', 'rohingya', 'the', 'k', 'komika', 'muhammad', 'indro', 'pil', 'lena']"
mengajak tokoh budayaadat untuk berkolaborasi menciptakan indonesia unggul adalah cara pak ganjar     tag  bem ugm wa aja rohingya the k komika muhammad indro pil  selena,"['ajak', 'tokoh', 'budayaadat', 'kolaborasi', 'cipta', 'indonesia', 'unggul', 'ganjar', 'tag', 'bem', 'ugm', 'wa', 'aja', 'rohingya', 'the', 'k', 'komika', 'muhammad', 'indro', 'pil', 'lena']"
kisah perjalanan panjang pak ganjar pranowo dari rakyat kecil hingga menjadi capres✊️    tag  bem ugm wa aja rohingya the k komika muhammad indro pil  selena,"['kisah', 'jalan', 'ganjar', 'pranowo', 'rakyat', 'capres', 'tag', 'bem', 'ugm', 'wa', 'aja', 'rohingya', 'the', 'k', 'komika', 'muhammad', 'indro', 'pil', 'lena']"
di gas pedagang pasar baru balikpapan    tag  bem ugm wa aja rohingya the k komika muhammad indro pil  selena,"['gas', 'dagang', 'pasar', 'balikpapan', 'tag', 'bem', 'ugm', 'wa', 'aja', 'rohingya', 'the', 'k', 'komika', 'muhammad', 'indro', 'pil', 'lena']"
dhani plis lah koreksi berita hoax boleh tp jgn terlalu ignorant juga kita udah di warning sama negeri tetangga pikir mateng dampak ke negeri sendiri masih banyak saudara di negeri sendiri yg lebih membutuhkan bantuan daripada org rohingya,"['dhani', 'plis', 'koreksi', 'berita', 'hoax', 'tp', 'jgn', 'ignorant', 'udah', 'warning', 'negeri', 'tetangga', 'pikir', 'mateng', 'dampak', 'negeri', 'saudara', 'negeri', 'yg', 'butuh', 'bantu', 'org', 'rohingya']"
haidar well siapa tak nak pancing undi rakyat an kalau rohingya dapat kerakyatan confirmlah semua pakat undi dia muka happy sangat☺️,"['haidar', 'well', 'nak', 'pancing', 'undi', 'rakyat', 'an', 'rohingya', 'rakyat', 'confirmlah', 'pakat', 'undi', 'muka', 'happy', 'sangat']"
guys rohingya itu apasih educate me pls,"['guys', 'rohingya', 'apasih', 'educate', 'me', 'pls']"
aishamaharani egonya bukan main  datanglah ke rohingya sana datanglah ke kamp pengungsi di aceh  cari informasi sebanyaknya sebelum menjudge sesama muslim,"['aishamaharani', 'ego', 'main', 'datang', 'rohingya', 'datang', 'kamp', 'ungsi', 'aceh', 'cari', 'informasi', 'banyak', 'menjudge', 'muslim']"
dhani memang itu yg digemborkan dulu di  pas berita pembantaian muslim rohingya di myanmar kan berawal dari itu lalu banyak yg akhirnya ikut bantu termasuk yg nonmuslim lu perlu data kan udah riset blm kelakuan rohingya di negeri tetangga,"['dhani', 'yg', 'gembor', 'pas', 'berita', 'bantai', 'muslim', 'rohingya', 'myanmar', 'yg', 'bantu', 'yg', 'nonmuslim', 'lu', 'data', 'udah', 'riset', 'blm', 'laku', 'rohingya', 'negeri', 'tetangga']"
untuk itu perihal mobilisasi pengungsi seharusnya jika tidak menyanggupi jangan telalu memaksakan kalau begitu percuma dunia menyumbangkan camp tempat tinggal untuk pengungsi rohingya di bangladesh yang merupakan tempat yang telah disediakan untuk pengungsi tersebut,"['perihal', 'mobilisasi', 'ungsi', 'sanggup', 'talu', 'paksa', 'dunia', 'sumbang', 'camp', 'tinggal', 'ungsi', 'rohingya', 'bangladesh', 'sedia', 'ungsi']"
eh ada yg tbtb peduli sama saudara setanah air yg kurang mampu  padahal orang kita mah kalo ada yg opdon lgsg berbondong² donasi kok  kan diliat urgensinya membantu apa hrs nunggu kaya dulu duh keburu habis digenosida itu rohingya,"['eh', 'ada', 'yg', 'tbtb', 'peduli', 'saudara', 'tanah', 'air', 'yg', 'orang', 'mah', 'kalo', 'ada', 'yg', 'opdon', 'lgsg', 'bondong', 'donasi', 'liat', 'urgensi', 'bantu', 'hrs', 'nunggu', 'kaya', 'duh', 'keburu', 'habis', 'genosida', 'rohingya']"
njir banyak bener buzzee rohingya,"['njir', 'bener', 'buzzee', 'rohingya']"
jkt sptnya ada yg bermain di air keruh kita lihat siapa yg akan dirugikan dan diuntungkan dgn isu ini siapa saja yg berusaha utk provokasi isu    isu besar apa yg sdng dialihkan mnding tahan jari dulu nh spy riaknya lbh tenang nnti keliatan siapa yg msh aduk kolam,"['jkt', 'sptnya', 'ada', 'yg', 'main', 'air', 'keruh', 'lihat', 'yg', 'rugi', 'untung', 'dgn', 'isu', 'yg', 'usaha', 'utk', 'provokasi', 'isu', 'isu', 'yg', 'sdng', 'alih', 'mnding', 'tahan', 'jari', 'nh', 'spy', 'riak', 'lbh', 'tenang', 'nnti', 'liat', 'yg', 'msh', 'aduk', 'kolam']"
jadi lebar kemana😂😂simple balik lagi hukum belom tegak di masyarakat dan pemerintah ok paham sebelum itu urus dan pulangkan pengungsi rohingya dulu ok,"['lebar', 'mana simple', 'hukum', 'bom', 'tegak', 'masyarakat', 'perintah', 'ok', 'paham', 'urus', 'pulang', 'ungsi', 'rohingya', 'ok']"
id marshel menurut beberapa berita yang aku baca rohingya itu keturunan dari etnis di bangladesh yang ada di kubu inggris pada saat itu untuk menjajah myanmar dan kalah jadi wajar kalau etnis mereka tidak diakui di negera tersebut silahkan kembalikan mereka ke banglades,"['id', 'marshel', 'berita', 'baca', 'rohingya', 'turun', 'etnis', 'bangladesh', 'ada', 'kubu', 'inggris', 'jajah', 'myanmar', 'kalah', 'wajar', 'etnis', 'aku', 'negera', 'silah', 'kembali', 'banglades']"
bay  gmn jual kelas di konten hasutan ke rohingya nya bang sukses,"['bay', 'gmn', 'jual', 'kelas', 'konten', 'hasut', 'rohingya', 'nya', 'bang', 'sukses']"
klu begitu mereka tentara rohingya aja 😄,"['klu', 'tentara', 'rohingya', 'aja', '']"
emg gabisa ya kita terima rohingya terus kalo mereka bertindak lriminal ya dipenjarain aja gt,"['emg', 'gabisa', 'ya', 'terima', 'rohingya', 'kalo', 'tindak', 'lriminal', 'ya', 'dipenjarain', 'aja', 'gt']"
dapat laporan soal tppo pengungsi rohingya jokowi bakal tindak tegas,"['lapor', 'tppo', 'ungsi', 'rohingya', 'jokowi', 'tindak']"
para menfessmenfess ini juga ada agenda apa ya selalu fearmongering masalah rohingya seolah menyulut bensin  selain itu yang mengecewakan adalah banyak masy 🇮🇩 yang jatuhnya dehumanisasidemonization ke rohingya yang sebenernya gadiperlukan,"['menfessmenfess', 'ada', 'agenda', 'ya', 'fearmongering', 'rohingya', 'sulut', 'bensin', 'kecewa', 'masy', '', 'jatuh', 'dehumanisasidemonization', 'rohingya', 'sebenernya', 'gadiperlukan']"
contohnya pengungsi rohingya jokowi dulu menolak agar di pulangkan ke negara asalpks oposisi tak setuju ahirnya  timbul masalah datang lagi baru ketuan ada maklar dn penyelundupnya untung  m sdh tertangkap dan perintah jokowi semua yg terseret di proses hukum,"['contoh', 'ungsi', 'rohingya', 'jokowi', 'tolak', 'pulang', 'negara', 'asalpks', 'oposisi', 'tuju', 'ahirnya', 'timbul', 'ketu', 'ada', 'maklar', 'dn', 'selundup', 'untung', 'm', 'sdh', 'tangkap', 'perintah', 'jokowi', 'yg', 'seret', 'proses', 'hukum']"
