text_clean,text_preprocessed,text_len,polarity_score,polarity
sepakat kk  kita lbh brhk mendptkn perlakuan istimwa lyknya rohingya   olh krna itu sy sarankan langkah pertama kita adlh mencari kaum yg ingin menggenosida rakyat indonesia biar dapet makan gratis kita,"['sepakat', 'kk', 'lbh', 'brhk', 'mendptkn', 'laku', 'istimwa', 'lyknya', 'rohingya', 'olh', 'krna', 'sy', 'saran', 'langkah', 'adlh', 'cari', 'kaum', 'yg', 'genosida', 'rakyat', 'indonesia', 'biar', 'dapet', 'makan', 'gratis']",31,8,positive
ok gue persempit watak rohingya dan pribumi itu sebenarnya sama aja suka buang sampah sembarangan  bedanya yang satu penduduk ilegal yang satu lagi penduduk legal setuju   rohingya  pribumi untuk perkara buang sampah,"['ok', 'gue', 'sempit', 'watak', 'rohingya', 'pribumi', 'aja', 'suka', 'buang', 'sampah', 'sembarang', 'beda', 'duduk', 'ilegal', 'duduk', 'legal', 'tuju', 'rohingya', 'pribumi', 'perkara', 'buang', 'sampah']",32,-19,negative
semoga segera ada solusi terbaik untuk kaum muslim rohingya yang terombangambing di tanah sendiri tak diakui bahkan dizalimi di negeri tujuannya ditolak sebab perilaku beberapa pendahulunya yang menyakiti,"['moga', 'ada', 'solusi', 'baik', 'kaum', 'muslim', 'rohingya', 'terombangambing', 'tanah', 'aku', 'zalim', 'negeri', 'tuju', 'tolak', 'perilaku', 'dahulu', 'sakit']",28,-1,negative
tuh australia yg jelas negara suaka yg wajib nerima pengungsi dan pencari suaka aja nolak rohingya lah ini   datang maksa indonesia nerima rohingya kerja yg bener makanya cari solusi buat mereka,"['tuh', 'australia', 'yg', 'negara', 'suaka', 'yg', 'wajib', 'nerima', 'ungsi', 'cari', 'suaka', 'aja', 'nolak', 'rohingya', 'maksa', 'indonesia', 'nerima', 'rohingya', 'kerja', 'yg', 'bener', 'cari', 'solusi']",31,-5,negative
god israel mah ada ko sejarahnya minta tanah palestina ke sultan abdul hamid   bukan minta si mau beli jadi memang segitu nya pengen mendirikan negara zionis bahkan rencana mereka sangat terstruktur plus ada bekingan inggris dong rohingya siapa bekingan nya,"['god', 'israel', 'mah', 'ada', 'ko', 'sejarah', 'tanah', 'palestina', 'sultan', 'abdul', 'hamid', 'si', 'beli', 'segitu', 'nya', 'ken', 'diri', 'negara', 'zionis', 'rencana', 'struktur', 'plus', 'ada', 'beking', 'inggris', 'rohingya', 'beking', 'nya']",40,1,positive
rohingya pengecuttt  beda jauh ama palestina warga palestina tuh berani mati syahid demi bela tanah airnya sama kayak indonesia berani matian buat usir penjajah,"['rohingya', 'pengecuttt', 'beda', 'ama', 'palestina', 'warga', 'palestina', 'tuh', 'berani', 'mati', 'syahid', 'bela', 'tanah', 'air', 'kayak', 'indonesia', 'berani', 'mati', 'usir', 'jajah']",24,-17,negative
apa masyarakat kita pada terancam nyawanya krna kelaparan  di rohingya sana orang dibunuhi lho mba bukan kabur krna pengen pindah ke indo  dah ah males ngeyel bebal leave aja byeee,"['masyarakat', 'ancam', 'nyawa', 'krna', 'lapar', 'rohingya', 'orang', 'bunuh', 'lho', 'mba', 'kabur', 'krna', 'ken', 'pindah', 'indo', 'dah', 'ah', 'males', 'ngeyel', 'bebal', 'leave', 'aja', 'byeee']",30,-32,negative
namun kembali ke uud  memang menolong ham setiap orang menjadi kewajiban negara terlepas dari itu unhcr harus membuat regulasi untuk membatasi mobilisasi dari negara yang bukan rujukan pengungsi rohingya seperti memperketatmenyeleksi warga pencari suaka untuk pindah,"['uud', 'tolong', 'ham', 'orang', 'wajib', 'negara', 'lepas', 'unhcr', 'regulasi', 'batas', 'mobilisasi', 'negara', 'rujuk', 'ungsi', 'rohingya', 'memperketatmenyeleksi', 'warga', 'cari', 'suaka', 'pindah']",36,-11,negative
lagi coba bikin analisis tentang rohingya di resto    gerak mulu sulit baca teks akun di sna ini lah gunanya kereta cepat whoosh bisa bisa baca sna dengan nyaman 😁,"['coba', 'bikin', 'analisis', 'rohingya', 'resto', 'gerak', 'mulu', 'sulit', 'baca', 'teks', 'akun', 'sna', 'guna', 'kereta', 'cepat', 'whoosh', 'baca', 'sna', 'nyaman']",29,8,positive
bay  colfar aishamaharani vt doi engagement ny tinggi bgt mulutny islami sekali waktu nyebarin narasi soal rohingya  selalu disisipkan masha allah amp  subhanallah di setiap kalimat  eh di ujung video tidak lupa iklan kelas astagaaa,"['bay', 'colfar', 'aishamaharani', 'vt', 'doi', 'engagement', 'ny', 'bgt', 'mulutny', 'islami', 'nyebarin', 'narasi', 'rohingya', 'sisip', 'masha', 'allah', 'amp', 'subhanallah', 'kalimat', 'eh', 'ujung', 'video', 'lupa', 'iklan', 'kelas', 'astagaaa']",35,-13,negative
id marshel orang² rohingya ditampung dirumah kamu saja kamu kasih makan juga,"['id', 'marshel', 'orang', 'rohingya', 'tampung', 'rumah', 'kasih', 'makan']",12,4,positive
ini orang rohingya bikin jengkel sumpahhh,"['orang', 'rohingya', 'bikin', 'jengkel', 'sumpahhh']",6,-4,negative
rohingya dikasih makan dupelihara dikasih tempt tinggal lah rakyat sendiri masih ad yang kelaparan,"['rohingya', 'kasih', 'makan', 'dupelihara', 'kasih', 'tempt', 'tinggal', 'rakyat', 'ad', 'lapar']",14,-5,negative
anugerah gue bukan orang aceh makanya gue lebih percaya sama testimoni orang aceh soal orang rohingya drpda ocehan dr luar aceh,"['anugerah', 'gue', 'orang', 'aceh', 'gue', 'percaya', 'testimoni', 'orang', 'aceh', 'orang', 'rohingya', 'drpda', 'oceh', 'dr', 'aceh']",21,7,positive
suka lucu sama akun centang biru di indo yg masih ngebela rohingya jelas bgt kelakuan imigran gelap itu yg ngga pandai berterima kasih mereka yg bela rohingya harus ketemu langsung biar ngerti kelakuan biadab nya😤,"['suka', 'lucu', 'akun', 'centang', 'biru', 'indo', 'yg', 'ngebela', 'rohingya', 'bgt', 'laku', 'imigran', 'gelap', 'yg', 'ngga', 'pandai', 'terima', 'kasih', 'yg', 'bela', 'rohingya', 'ketemu', 'langsung', 'biar', 'ngerti', 'laku', 'biadab', 'nya']",35,-8,negative
pedhet   seluruh nkri skrg menolak rohingya berada di bumi nkri,"['pedhet', 'nkri', 'skrg', 'tolak', 'rohingya', 'bumi', 'nkri']",10,-4,negative
god mari kita gunakan kalimat yg sama saat para pejuang palestina meminta bukti kejahatan hamas  mana buktinya mana mana buktinya rohingya minta pulau,"['god', 'mari', 'kalimat', 'yg', 'juang', 'palestina', 'bukti', 'jahat', 'hamas', 'bukti', 'bukti', 'rohingya', 'pulau']",23,-13,negative
rame bnget berita rohingya ngelunjat saran baik dikumpulin dikolem renang trus bakar smuanya mmk anggep aja pemusnahan barbuk narkoba golongan a,"['rame', 'bnget', 'berita', 'rohingya', 'ngelunjat', 'saran', 'dikumpulin', 'dikolem', 'renang', 'trus', 'bakar', 'smuanya', 'mmk', 'anggep', 'aja', 'musnah', 'barbuk', 'narkoba', 'golong', 'a']",21,-10,negative
izzul oknum  kn gk bs menuduh smua rohingya pemerkosa,"['izzul', 'oknum', 'kn', 'gk', 'bs', 'tuduh', 'smua', 'rohingya', 'perkosa']",9,0,neutral
suara rakyat yg wajib didengarkan atas rohingya  kembali menjadi tugas bu retno ri menegaskan kpd pbb agar pemerintah india bertanggung jawab dgn rakyatnya  unt tdk mengotori amp  membebani negara lain  ulah rakyatnya nkri ttp wajib menolak rohingya,"['suara', 'rakyat', 'yg', 'wajib', 'dengar', 'rohingya', 'tugas', 'bu', 'retno', 'ri', 'kpd', 'pbb', 'perintah', 'india', 'tanggung', 'dgn', 'rakyat', 'unt', 'tdk', 'kotor', 'amp', 'beban', 'negara', 'ulah', 'rakyat', 'nkri', 'ttp', 'wajib', 'tolak', 'rohingya']",37,-21,negative
urus warga dulu biar bisa kasih contoh ke rohingya lalu pulangkan rohingya oke,"['urus', 'warga', 'biar', 'kasih', 'contoh', 'rohingya', 'pulang', 'rohingya', 'oke']",13,1,positive
ini bisa jadi gak sih ini salah satu trik propaganda inggris amp  amerika kita kan sekarang lagi fokus support palestina makannya digeret tuh rohingya yg notabene dia tau kita bakal fokus ke rohingya buat mengalihkan isu kita gak nengok ke palestina lagi,"['gak', 'sih', 'salah', 'trik', 'propaganda', 'inggris', 'amp', 'amerika', 'fokus', 'support', 'palestina', 'makan', 'geret', 'tuh', 'rohingya', 'yg', 'notabene', 'tau', 'fokus', 'rohingya', 'alih', 'isu', 'gak', 'nengok', 'palestina']",42,-6,negative
pertanian kita harus di revolusi     tag  bem ugm wa aja rohingya the k komika muhammad indro pil  selena,"['tani', 'revolusi', 'tag', 'bem', 'ugm', 'wa', 'aja', 'rohingya', 'the', 'k', 'komika', 'muhammad', 'indro', 'pil', 'lena']",18,1,positive
mengajak tokoh budayaadat untuk berkolaborasi menciptakan indonesia unggul adalah cara pak ganjar     tag  bem ugm wa aja rohingya the k komika muhammad indro pil  selena,"['ajak', 'tokoh', 'budayaadat', 'kolaborasi', 'cipta', 'indonesia', 'unggul', 'ganjar', 'tag', 'bem', 'ugm', 'wa', 'aja', 'rohingya', 'the', 'k', 'komika', 'muhammad', 'indro', 'pil', 'lena']",25,4,positive
kisah perjalanan panjang pak ganjar pranowo dari rakyat kecil hingga menjadi capres✊️    tag  bem ugm wa aja rohingya the k komika muhammad indro pil  selena,"['kisah', 'jalan', 'ganjar', 'pranowo', 'rakyat', 'capres', 'tag', 'bem', 'ugm', 'wa', 'aja', 'rohingya', 'the', 'k', 'komika', 'muhammad', 'indro', 'pil', 'lena']",25,3,positive
di gas pedagang pasar baru balikpapan    tag  bem ugm wa aja rohingya the k komika muhammad indro pil  selena,"['gas', 'dagang', 'pasar', 'balikpapan', 'tag', 'bem', 'ugm', 'wa', 'aja', 'rohingya', 'the', 'k', 'komika', 'muhammad', 'indro', 'pil', 'lena']",19,-3,negative
dhani plis lah koreksi berita hoax boleh tp jgn terlalu ignorant juga kita udah di warning sama negeri tetangga pikir mateng dampak ke negeri sendiri masih banyak saudara di negeri sendiri yg lebih membutuhkan bantuan daripada org rohingya,"['dhani', 'plis', 'koreksi', 'berita', 'hoax', 'tp', 'jgn', 'ignorant', 'udah', 'warning', 'negeri', 'tetangga', 'pikir', 'mateng', 'dampak', 'negeri', 'saudara', 'negeri', 'yg', 'butuh', 'bantu', 'org', 'rohingya']",38,-19,negative
haidar well siapa tak nak pancing undi rakyat an kalau rohingya dapat kerakyatan confirmlah semua pakat undi dia muka happy sangat☺️,"['haidar', 'well', 'nak', 'pancing', 'undi', 'rakyat', 'an', 'rohingya', 'rakyat', 'confirmlah', 'pakat', 'undi', 'muka', 'happy', 'sangat']",21,7,positive
guys rohingya itu apasih educate me pls,"['guys', 'rohingya', 'apasih', 'educate', 'me', 'pls']",7,-6,negative
aishamaharani egonya bukan main  datanglah ke rohingya sana datanglah ke kamp pengungsi di aceh  cari informasi sebanyaknya sebelum menjudge sesama muslim,"['aishamaharani', 'ego', 'main', 'datang', 'rohingya', 'datang', 'kamp', 'ungsi', 'aceh', 'cari', 'informasi', 'banyak', 'menjudge', 'muslim']",21,-12,negative
dhani memang itu yg digemborkan dulu di  pas berita pembantaian muslim rohingya di myanmar kan berawal dari itu lalu banyak yg akhirnya ikut bantu termasuk yg nonmuslim lu perlu data kan udah riset blm kelakuan rohingya di negeri tetangga,"['dhani', 'yg', 'gembor', 'pas', 'berita', 'bantai', 'muslim', 'rohingya', 'myanmar', 'yg', 'bantu', 'yg', 'nonmuslim', 'lu', 'data', 'udah', 'riset', 'blm', 'laku', 'rohingya', 'negeri', 'tetangga']",39,-7,negative
untuk itu perihal mobilisasi pengungsi seharusnya jika tidak menyanggupi jangan telalu memaksakan kalau begitu percuma dunia menyumbangkan camp tempat tinggal untuk pengungsi rohingya di bangladesh yang merupakan tempat yang telah disediakan untuk pengungsi tersebut,"['perihal', 'mobilisasi', 'ungsi', 'sanggup', 'talu', 'paksa', 'dunia', 'sumbang', 'camp', 'tinggal', 'ungsi', 'rohingya', 'bangladesh', 'sedia', 'ungsi']",34,-7,negative
eh ada yg tbtb peduli sama saudara setanah air yg kurang mampu  padahal orang kita mah kalo ada yg opdon lgsg berbondong² donasi kok  kan diliat urgensinya membantu apa hrs nunggu kaya dulu duh keburu habis digenosida itu rohingya,"['eh', 'ada', 'yg', 'tbtb', 'peduli', 'saudara', 'tanah', 'air', 'yg', 'orang', 'mah', 'kalo', 'ada', 'yg', 'opdon', 'lgsg', 'bondong', 'donasi', 'liat', 'urgensi', 'bantu', 'hrs', 'nunggu', 'kaya', 'duh', 'keburu', 'habis', 'genosida', 'rohingya']",39,-6,negative
njir banyak bener buzzee rohingya,"['njir', 'bener', 'buzzee', 'rohingya']",5,-1,negative
jkt sptnya ada yg bermain di air keruh kita lihat siapa yg akan dirugikan dan diuntungkan dgn isu ini siapa saja yg berusaha utk provokasi isu    isu besar apa yg sdng dialihkan mnding tahan jari dulu nh spy riaknya lbh tenang nnti keliatan siapa yg msh aduk kolam,"['jkt', 'sptnya', 'ada', 'yg', 'main', 'air', 'keruh', 'lihat', 'yg', 'rugi', 'untung', 'dgn', 'isu', 'yg', 'usaha', 'utk', 'provokasi', 'isu', 'isu', 'yg', 'sdng', 'alih', 'mnding', 'tahan', 'jari', 'nh', 'spy', 'riak', 'lbh', 'tenang', 'nnti', 'liat', 'yg', 'msh', 'aduk', 'kolam']",48,-15,negative
jadi lebar kemana😂😂simple balik lagi hukum belom tegak di masyarakat dan pemerintah ok paham sebelum itu urus dan pulangkan pengungsi rohingya dulu ok,"['lebar', 'mana', 'simple', 'hukum', 'bom', 'tegak', 'masyarakat', 'perintah', 'ok', 'paham', 'urus', 'pulang', 'ungsi', 'rohingya', 'ok']",23,11,positive
id marshel menurut beberapa berita yang aku baca rohingya itu keturunan dari etnis di bangladesh yang ada di kubu inggris pada saat itu untuk menjajah myanmar dan kalah jadi wajar kalau etnis mereka tidak diakui di negera tersebut silahkan kembalikan mereka ke banglades,"['id', 'marshel', 'berita', 'baca', 'rohingya', 'turun', 'etnis', 'bangladesh', 'ada', 'kubu', 'inggris', 'jajah', 'myanmar', 'kalah', 'wajar', 'etnis', 'aku', 'negera', 'silah', 'kembali', 'banglades']",43,-10,negative
bay  gmn jual kelas di konten hasutan ke rohingya nya bang sukses,"['bay', 'gmn', 'jual', 'kelas', 'konten', 'hasut', 'rohingya', 'nya', 'bang', 'sukses']",12,1,positive
klu begitu mereka tentara rohingya aja 😄,"['klu', 'tentara', 'rohingya', 'aja']",7,1,positive
emg gabisa ya kita terima rohingya terus kalo mereka bertindak lriminal ya dipenjarain aja gt,"['emg', 'gabisa', 'ya', 'terima', 'rohingya', 'kalo', 'tindak', 'lriminal', 'ya', 'dipenjarain', 'aja', 'gt']",15,10,positive
dapat laporan soal tppo pengungsi rohingya jokowi bakal tindak tegas,"['lapor', 'tppo', 'ungsi', 'rohingya', 'jokowi', 'tindak']",10,2,positive
para menfessmenfess ini juga ada agenda apa ya selalu fearmongering masalah rohingya seolah menyulut bensin  selain itu yang mengecewakan adalah banyak masy 🇮🇩 yang jatuhnya dehumanisasidemonization ke rohingya yang sebenernya gadiperlukan,"['menfessmenfess', 'ada', 'agenda', 'ya', 'fearmongering', 'rohingya', 'sulut', 'bensin', 'kecewa', 'masy', 'jatuh', 'dehumanisasidemonization', 'rohingya', 'sebenernya', 'gadiperlukan']",31,3,positive
contohnya pengungsi rohingya jokowi dulu menolak agar di pulangkan ke negara asalpks oposisi tak setuju ahirnya  timbul masalah datang lagi baru ketuan ada maklar dn penyelundupnya untung  m sdh tertangkap dan perintah jokowi semua yg terseret di proses hukum,"['contoh', 'ungsi', 'rohingya', 'jokowi', 'tolak', 'pulang', 'negara', 'asalpks', 'oposisi', 'tuju', 'ahirnya', 'timbul', 'ketu', 'ada', 'maklar', 'dn', 'selundup', 'untung', 'm', 'sdh', 'tangkap', 'perintah', 'jokowi', 'yg', 'seret', 'proses', 'hukum']",39,-10,negative
viral dukun sang perkosa pasiennya sampe pingsan🥵  link full komentarbio profil  pelajar bokep indo viral terbaru ginting  colmek scandal mesum bahan coli memek basah tidur arhan israel pasumi malam minggu wa aja rohingya bem ugm   aaaaaaaaaah,"['viral', 'dukun', 'sang', 'perkosa', 'pasien', 'sampe', 'pingsan', 'link', 'full', 'komentarbio', 'profil', 'ajar', 'bokep', 'indo', 'viral', 'baru', 'ginting', 'colmek', 'scandal', 'mesum', 'bahan', 'coli', 'memek', 'basah', 'tidur', 'arhan', 'israel', 'pasumi', 'malam', 'minggu', 'wa', 'aja', 'rohingya', 'bem', 'ugm', 'aaaaaaaaaah']",36,-29,negative
masalah rohingya itu karena mereka ada di aceh daerah yang masih banyak kesulitan pindahin aja ke jakarta dah kalo emang mau ga ributribut apbd jakarta gede yekan mau pake apbn juga deket kan masih jadi ibu kota sekarang,"['rohingya', 'ada', 'aceh', 'daerah', 'sulit', 'pindahin', 'aja', 'jakarta', 'dah', 'kalo', 'emang', 'ga', 'ributribut', 'apbd', 'jakarta', 'gede', 'yekan', 'pake', 'apbn', 'deket', 'kota']",38,-1,negative
tolong  desak juga pihak myanmar supaya stop ngelakuin genosida sm rohingya ngga mungkin kan rohingya bakal terus ngungsi padahal tanahnya dirampas,"['tolong', 'desak', 'myanmar', 'stop', 'ngelakuin', 'genosida', 'sm', 'rohingya', 'ngga', 'rohingya', 'ngungsi', 'tanah', 'rampas']",21,-8,negative
terserah lah gw males jawabin satu kalau kalian ga terima tinggal desak aja pemerintah buat usir gw jg ga peduli sama rohingya gw cuma lurusin yg ga baca slide kalau dikira nya pengungsi itu dibiayai oleh negara pdhal dana mereka dari organisasi pbb,"['serah', 'gw', 'males', 'jawabin', 'ga', 'terima', 'tinggal', 'desak', 'aja', 'perintah', 'usir', 'gw', 'jg', 'ga', 'peduli', 'rohingya', 'gw', 'lurusin', 'yg', 'ga', 'baca', 'slide', 'nya', 'ungsi', 'biaya', 'negara', 'pdhal', 'dana', 'organisasi', 'pbb']",43,-1,negative
pak pres kok ga bahas rohingya yaa,"['pres', 'ga', 'bahas', 'rohingya', 'yaa']",7,2,positive
pedhet  jd dr tahun  pak jokowi sndiri yg ingin bantu pengungsi rohingya dgn alasan kemanusiaan dulu awalnya tujuan mrk k australia indonesia hanya dijadikan transit krn pembiaran yg lama indonesia dijadikan tujuan,"['pedhet', 'jd', 'dr', 'jokowi', 'sndiri', 'yg', 'bantu', 'ungsi', 'rohingya', 'dgn', 'alas', 'manusia', 'tuju', 'mrk', 'k', 'australia', 'indonesia', 'jadi', 'transit', 'krn', 'biar', 'yg', 'indonesia', 'jadi', 'tuju']",32,-4,negative
kemanusiaan lha itu rohingya sudan yaman digempur saudi ga usah ngecap kemanusiaan lah 🤣,"['manusia', 'lha', 'rohingya', 'sudan', 'yaman', 'gempur', 'saudi', 'ga', 'ngecap', 'manusia']",14,2,positive
bookmarkin isu rohingya demi kebenaran pikiran,"['bookmarkin', 'isu', 'rohingya', 'benar', 'pikir']",6,-4,negative
apa iyya mampu memimpin nkri   bem ugm iqoo wa aja rohingya otan komika jurgen klopp glasgow pil  hunter biden the k gronk pil  parliament no  pil  myanmar,"['iyya', 'pimpin', 'nkri', 'bem', 'ugm', 'iqoo', 'wa', 'aja', 'rohingya', 'otan', 'komika', 'jurgen', 'klopp', 'glasgow', 'pil', 'hunter', 'biden', 'the', 'k', 'gronk', 'pil', 'parliament', 'no', 'pil', 'myanmar']",27,1,positive
yang seperti ini yang seharusnya dikasih makan x sehari bukan orang orang rohingya yang gatau diri gada syukurnya berasa raja aja di kasih tempat tinggal dimasakin tinggal makan sebel,"['kasih', 'makan', 'x', 'hari', 'orang', 'orang', 'rohingya', 'gatau', 'gada', 'syukur', 'asa', 'raja', 'aja', 'kasih', 'tinggal', 'dimasakin', 'tinggal', 'makan', 'sebel']",29,-1,negative
etnis rohingya ni ternyata ngeri juga ya kalo sampe beranak pinak disini,"['etnis', 'rohingya', 'ni', 'ngeri', 'ya', 'kalo', 'sampe', 'anak', 'pinak']",12,-6,negative
hm najis mending masi banyak sodara muslim yg bisa di doain drpd doain manusia gatau diri kaya etnis rohingya,"['hm', 'najis', 'mending', 'mas', 'sodara', 'muslim', 'yg', 'doain', 'drpd', 'doain', 'manusia', 'gatau', 'kaya', 'etnis', 'rohingya']",19,4,positive
besok malming malam minggu nonton myanmar  wa aja  vcs music on sosmed  rohingya  pil,"['besok', 'malming', 'malam', 'minggu', 'nonton', 'myanmar', 'wa', 'aja', 'vcs', 'music', 'on', 'sosmed', 'rohingya', 'pil']",14,1,positive
id maaf aja ya tapi bkn tanggung jawab negara kita negara kita aja msh jd negara termiskin ngapain jg nampung negara lain gua klo plg kerja jg selalu liat anak kecil tdr jejeran di gerobak emak bpk ny tiduran di rumput toh rohingya jg gabisa bawa diri malas dan tamak,"['id', 'maaf', 'aja', 'ya', 'bkn', 'tanggung', 'negara', 'negara', 'aja', 'msh', 'jd', 'negara', 'miskin', 'ngapain', 'jg', 'nampung', 'negara', 'gua', 'klo', 'plg', 'kerja', 'jg', 'liat', 'anak', 'tdr', 'jejer', 'gerobak', 'emak', 'bpk', 'ny', 'tidur', 'rumput', 'rohingya', 'jg', 'gabisa', 'bawa', 'malas', 'tamak']",50,-12,negative
tapi emang butuh kesabaran lebih buat bisa ngebuat masyarakat aware kayak gw mencoba menjelaskan isu rohingya yg kena tindas sama junta militer myanmar tapi malah dibikin bercandaan sama mereka dan bukan hanya isu ini aja sih konflik palestina juga pernah 😔,"['emang', 'butuh', 'sabar', 'ngebuat', 'masyarakat', 'aware', 'kayak', 'gw', 'coba', 'isu', 'rohingya', 'yg', 'kena', 'tindas', 'junta', 'militer', 'myanmar', 'bikin', 'canda', 'isu', 'aja', 'sih', 'konflik', 'palestina']",41,-14,negative
polres lhokseumawe gagalkan enam rohingya coba melarikan diri dari kamp penampungan,"['polres', 'lhokseumawe', 'gagal', 'enam', 'rohingya', 'coba', 'lari', 'kamp', 'tampung']",11,-5,negative
kalau bilang probabilitasnya kecil kekuatan militer orang rohingya tuh ga sebanding sama indonesia kalau mereka punya kekuatan sebesar itu ya konfliknya hanya di myanmar aja ga akan mereka ngungsi kemana mana,"['bilang', 'probabilitas', 'kuat', 'militer', 'orang', 'rohingya', 'tuh', 'ga', 'banding', 'indonesia', 'kuat', 'ya', 'konflik', 'myanmar', 'aja', 'ga', 'ngungsi', 'mana']",31,6,positive
id marshel tetap tim usir rohingya kaum jorok dan tak tau diri,"['id', 'marshel', 'tim', 'usir', 'rohingya', 'kaum', 'jorok', 'tau']",12,-17,negative
kata siapa orang india perantauan di medan aja bersih rapi bahkan mandiri dari rohingya elu itu jg botol,"['orang', 'india', 'rantau', 'medan', 'aja', 'bersih', 'rapi', 'mandiri', 'rohingya', 'elu', 'jg', 'botol']",18,0,neutral
ilustrasi maafkan kami wahai para pejuang negara yg kalian perjuangkan telah tergadaikan moralnya kepada unhcr pengungsi rohingya yg dtng dilayani dicukupi makan amp  tempat tinggalnya sementara engkau mengemis di negara yang telah kau perjuangkan 😭😭,"['ilustrasi', 'maaf', 'juang', 'negara', 'yg', 'juang', 'gadai', 'moral', 'unhcr', 'ungsi', 'rohingya', 'yg', 'dtng', 'layan', 'cukup', 'makan', 'amp', 'tinggal', 'engkau', 'emis', 'negara', 'kau', 'juang']",35,-11,negative
suara rakyat aceh yg patut didengarkan olh pemerintah pusat   unt itu tdk perlu berlama sesegera mungkin seluruh rohingya di deportasi kan dan minta pertanggung jawaban pemerintah india jangan biarkan mrk berbuat sekehendaknya   ambil ibbroh palestina,"['suara', 'rakyat', 'aceh', 'yg', 'patut', 'dengar', 'olh', 'perintah', 'pusat', 'unt', 'tdk', 'lama', 'rohingya', 'deportasi', 'tanggung', 'perintah', 'india', 'biar', 'mrk', 'buat', 'hendak', 'ambil', 'ibbroh', 'palestina']",35,-9,negative
itu org rohingya mintain aja ginjal nya satu mayan,"['org', 'rohingya', 'mintain', 'aja', 'ginjal', 'nya', 'mayan']",9,1,positive
id marshel akun id ini akun bodoh ya belain palestina rohingya duhh dungunya😑,"['id', 'marshel', 'akun', 'id', 'akun', 'bodoh', 'ya', 'bain', 'palestina', 'rohingya', 'duhh', 'dungu']",13,0,neutral
rohingya harus nya dimusnahkan kan sih hama penganggu soalnya capek banget sama tingkah nyaa gk tau terimakasih gk punya malu,"['rohingya', 'nya', 'musnah', 'sih', 'hama', 'penganggu', 'capek', 'banget', 'tingkah', 'nyaa', 'gk', 'tau', 'terimakasih', 'gk', 'malu']",20,-13,negative
siapa yg nolak  nih lihat kelakuan warga sendiri buang sampah sembarang kayak rohingya bikin gua gedeg,"['yg', 'nolak', 'nih', 'lihat', 'laku', 'warga', 'buang', 'sampah', 'sembarang', 'kayak', 'rohingya', 'bikin', 'gua', 'gedeg']",16,-14,negative
ises bukti pihak yang ngusirin rohingya itu tidak memiliki akhlak yang baik,"['ises', 'bukti', 'ngusirin', 'rohingya', 'milik', 'akhlak']",12,2,positive
jangan lah takut banget mimpi ku jadi kenyataan di kejar rohingya takuttttt 😭,"['takut', 'banget', 'mimpi', 'ku', 'nyata', 'kejar', 'rohingya', 'takuttttt']",13,-1,negative
bay iya bang salah satunya adalah mengabaikan nasib saudara seiman kita muslim rohingya yang dizalimi,"['bay', 'iya', 'bang', 'salah', 'satu', 'abai', 'nasib', 'saudara', 'iman', 'muslim', 'rohingya', 'zalim']",15,-7,negative
tolong lah bukannya kita gk berperikemanusiaan tapi rohingya yg ada di indonesia sejak  aja udah terlalu banyak seharusnya   kerja yg bener nyari solusi dan maksa indonesia dg penduduk terbanyak ke didunia bukan solusi,"['tolong', 'gk', 'perikemanusiaan', 'rohingya', 'yg', 'ada', 'indonesia', 'aja', 'udah', 'kerja', 'yg', 'bener', 'nyari', 'solusi', 'maksa', 'indonesia', 'dg', 'duduk', 'dunia', 'solusi']",33,5,positive
stars  dikckin relawan baik hati – suzu honjou  link nonton    follow juga kami di telegram untuk updatean terbaru ⬇️    tetap bersatu kawan 😄,"['stars', 'dikckin', 'rawan', 'hati', 'suzu', 'honjou', 'link', 'nonton', 'follow', 'telegram', 'updatean', 'baru', 'satu', 'kawan']",23,-3,negative
kalau biaya hidup di jakarta tinggi kenapa masih tinggal di sana ngungsi aja kayak rohingya sapa tahu terdampar di taiwan terus minta tolong dikasihani unhcr☕,"['biaya', 'hidup', 'jakarta', 'tinggal', 'ngungsi', 'aja', 'kayak', 'rohingya', 'sapa', 'dampar', 'taiwan', 'tolong', 'kasihan', 'unhcr']",25,-4,negative
polisi gagalkan aksi pelarian  pengungsi rohingya di aceh,"['polisi', 'gagal', 'aksi', 'lari', 'ungsi', 'rohingya', 'aceh']",8,-4,negative
rohingnya ini etnis hina g tau asal usulnya ditempat asalnya aja di usir rohingya etnis benalu,"['rohingnya', 'etnis', 'hina', 'g', 'tau', 'usul', 'tempat', 'asal', 'aja', 'usir', 'rohingya', 'etnis', 'benalu']",16,-16,negative
rohingya yg gue tau adalah orang² korban genosida yang dibuat bodoh tanpa pendidikan oleh pemerintah negara mereka yg rasis dan fasis bagaimana pun mereka adalah muslim saudara kita yg  kurang beruntung kalo ga sanggup bantu ya doakan bukan malah hate speech dan memfitnah,"['rohingya', 'yg', 'gue', 'tau', 'orang', 'korban', 'genosida', 'bodoh', 'didik', 'perintah', 'negara', 'yg', 'ras', 'fasis', 'muslim', 'saudara', 'yg', 'untung', 'kalo', 'ga', 'sanggup', 'bantu', 'ya', 'doa', 'hate', 'speech', 'fitnah']",43,-8,negative
bisa jadi orang rohingya ini ada sangkut pautnya sama pbb,"['orang', 'rohingya', 'ada', 'sangkut', 'paut', 'pbb']",10,-1,negative
